word,display_form,part_of_speech,frequency_rank,source
correctitude,correctitude,,,
correlativity,correlativity,,,
correspond,correspond,,,
correspondence,correspondence,,,
correspondent,correspondent,,,
corresponding,corresponding,,,
corroborate,corroborate,,,
corruptible,corruptible,,,
corruptness,corruptness,,,
cortege,cortege,,,
cosmopolite,cosmopolite,,,
cosset,cosset,,,
coterie,coterie,,,
counsel,counsel,,,
counseling,counseling,,,
counselling,counselling,,,
counter,counter,,,
counteract,counteract,,,
counterbalance,counterbalance,,,
countermand,countermand,,,
countermine,countermine,,,
counterpoison,counterpoison,,,
countervail,countervail,,,
countless,countless,,,
countrified,countrified,,,
countryfied,countryfied,,,
coup d’etat,coup d’etat,,,
couple,couple,,,
court,court,,,
cover,cover,,,
covetousness,covetousness,,,
cowardliness,cowardliness,,,
cozen,cozen,,,
crabby,crabby,,,
crack,crack,,,
cracked,cracked,,,
crackers,crackers,,,
cradlesong,cradlesong,,,
craft,craft,,,
craftiness,craftiness,,,
craftsman,craftsman,,,
cram,cram,,,
cramp,cramp,,,
cranky,cranky,,,
cranny,cranny,,,
crash,crash,,,
crawl,crawl,,,
crawler,crawler,,,
craze,craze,,,
creation,creation,,,
credo,credo,,,
creek,creek,,,
creep,creep,,,
crepuscle,crepuscle,,,
crepuscule,crepuscule,,,
criminal,criminal,,,
criminalism,criminalism,,,
criminalness,criminalness,,,
criminate,criminate,,,
cringe,cringe,,,
crinkle,crinkle,,,
cripple,cripple,,,
crisp,crisp,,,
criterion,criterion,,,
critical,critical,,,
criticise,criticise,,,
croak,croak,,,
crook,crook,,,
crooked,crooked,,,
cross,cross,,,
crossness,crossness,,,
crouch,crouch,,,
crow,crow,,,
crowned head,crowned head,,,
cruel,cruel,,,
crush,crush,,,
crust,crust,,,
crux australis,Crux Australis,,,
cry,cry,,,
cry out,cry out,,,
crying,crying,,,
cryptic,cryptic,,,
cryptical,cryptical,,,
crystal clear,crystal clear,,,
crystalline,crystalline,,,
cuddle,cuddle,,,
culinary art,culinary art,,,
culminate,culminate,,,
culmination,culmination,,,
cult,cult,,,
cultism,cultism,,,
cultivable,cultivable,,,
cultivatable,cultivatable,,,
cultivated,cultivated,,,
cultivation,cultivation,,,
cultural,cultural,,,
culture,culture,,,
cultured,cultured,,,
cumber,cumber,,,
cumbrous,cumbrous,,,
cumulate,cumulate,,,
cunning,cunning,,,
curative,curative,,,
curb,curb,,,
current,current,,,
curse,curse,,,
cursive script,cursive script,,,
curtail,curtail,,,
curve,curve,,,
cuspid,cuspid,,,
cuss,cuss,,,
cussed,cussed,,,
cut,cut,,,
cut back,cut back,,,
cut into,cut into,,,
cut off,cut off,,,
cut up,cut up,,,
cyclorama,cyclorama,,,
cypher,cypher,,,
dabbler,dabbler,,,
daft,daft,,,
daintiness,daintiness,,,
dais,dais,,,
damages,damages,,,
damaging,damaging,,,
dandy,dandy,,,
daring,daring,,,
dark,dark,,,
dark-skinned,dark-skinned,,,
darkness,darkness,,,
dart,dart,,,
dash,dash,,,
dashing,dashing,,,
dauntless,dauntless,,,
dawdler,dawdler,,,
dawdling,dawdling,,,
daybreak,daybreak,,,
daydream,daydream,,,
daydreaming,daydreaming,,,
daylight,daylight,,,
daze,daze,,,
dead,dead,,,
dead end,dead end,,,
deadening,deadening,,,
deadlock,deadlock,,,
deadly,deadly,,,
deafening,deafening,,,
deal,deal,,,
dearth,dearth,,,
debar,debar,,,
debark,debark,,,
debase,debase,,,
debasement,debasement,,,
debatable,debatable,,,
debate,debate,,,
debauch,debauch,,,
debauchee,debauchee,,,
debile,debile,,,
decadency,decadency,,,
decamp,decamp,,,
deceitful,deceitful,,,
deceiver,deceiver,,,
decennary,decennary,,,
decennium,decennium,,,
decent,decent,,,
deception,deception,,,
decide,decide,,,
decimate,decimate,,,
decipher,decipher,,,
declamatory,declamatory,,,
decompress,decompress,,,
decorate,decorate,,,
decorous,decorous,,,
decorousness,decorousness,,,
decrease,decrease,,,
decrepit,decrepit,,,
decry,decry,,,
decrypt,decrypt,,,
decumbent,decumbent,,,
dedicate,dedicate,,,
deduce,deduce,,,
deduct,deduct,,,
deduction,deduction,,,
deep,deep,,,
deepen,deepen,,,
defalcate,defalcate,,,
defamation,defamation,,,
defame,defame,,,
defeat,defeat,,,
defeated,defeated,,,
defective,defective,,,
defender,defender,,,
deferent,deferent,,,
deficient,deficient,,,
define,define,,,
deflect,deflect,,,
deformation,deformation,,,
defraud,defraud,,,
defrauder,defrauder,,,
defy,defy,,,
degeneracy,degeneracy,,,
dehumanise,dehumanise,,,
deject,deject,,,
delight,delight,,,
delimitate,delimitate,,,
delineate,delineate,,,
delinquent,delinquent,,,
deliver,deliver,,,
deliver the goods,deliver the goods,,,
delivery,delivery,,,
delude,delude,,,
deluge,deluge,,,
delusory,delusory,,,
deluxe,deluxe,,,
demagog,demagog,,,
demand,demand,,,
demand right,demand right,,,
demeanour,demeanour,,,
demilitarise,demilitarise,,,
demilitarize,demilitarize,,,
democrat,democrat,,,
demonstrate,demonstrate,,,
demonstrative pronoun,demonstrative pronoun,,,
demoralise,demoralise,,,
demoralize,demoralize,,,
demure,demure,,,
den,den,,,
denigrate,denigrate,,,
denouncement,denouncement,,,
denseness,denseness,,,
densification,densification,,,
dental amalgam,dental amalgam,,,
denudate,denudate,,,
depend on,depend on,,,
dependable,dependable,,,
dependance,dependance,,,
dependence,dependence,,,
dependency,dependency,,,
depersonalise,depersonalise,,,
deplorable,deplorable,,,
deplore,deplore,,,
deport,deport,,,
deportment,deportment,,,
deposit,deposit,,,
depravation,depravation,,,
depreciator,depreciator,,,
depredation,depredation,,,
depressing,depressing,,,
depression,depression,,,
deprivation,deprivation,,,
depth psychology,depth psychology,,,
depute,depute,,,
derisory,derisory,,,
derived function,derived function,,,
derogate,derogate,,,
derogative,derogative,,,
deserter,deserter,,,
deserving blame,deserving blame,,,
desiccate,desiccate,,,
designation,designation,,,
desire,desire,,,
desolate,desolate,,,
despairing,despairing,,,
despatch,despatch,,,
desperation,desperation,,,
despite,despite,,,
despoil,despoil,,,
despot,despot,,,
despotic,despotic,,,
despotism,despotism,,,
destiny,destiny,,,
destitute,destitute,,,
destruct,destruct,,,
detainment,detainment,,,
detention,detention,,,
deter,deter,,,
determinative,determinative,,,
determine,determine,,,
determined,determined,,,
determiner,determiner,,,
determining factor,determining factor,,,
detestable,detestable,,,
detestation,detestation,,,
detract,detract,,,
detrition,detrition,,,
detritus,detritus,,,
deuce-ace,deuce-ace,,,
devastation,devastation,,,
develop,develop,,,
development,development,,,
deviance,deviance,,,
deviant,deviant,,,
deviate,deviate,,,
devil,devil,,,
devilment,devilment,,,
devilry,devilry,,,
deviltry,deviltry,,,
devolution,devolution,,,
devolve,devolve,,,
devotedness,devotedness,,,
devour,devour,,,
devouring,devouring,,,
dexterous,dexterous,,,
dextrous,dextrous,,,
diagnosing,diagnosing,,,
diagnostic,diagnostic,,,
dialectic,dialectic,,,
dialog,dialog,,,
dianoetic,dianoetic,,,
dictate,dictate,,,
dictatorial,dictatorial,,,
dictatorship,dictatorship,,,
didactical,didactical,,,
die,die,,,
die hard,die hard,,,
die out,die out,,,
diehard,diehard,,,
diet designed for quick weight loss,diet designed for quick weight loss,,,
difference,difference,,,
differential,differential,,,
differential coefficient,differential coefficient,,,
differentiate,differentiate,,,
differentiation,differentiation,,,
difficulty; demand,difficulty; demand,,,
diffident,diffident,,,
diffuse,diffuse,,,
dig,dig,,,
digressive,digressive,,,
dim,dim,,,
din,din,,,
dingy,dingy,,,
diplomacy,diplomacy,,,
direct,direct,,,
direct contrast,direct contrast,,,
direction,direction,,,
direful,direful,,,
dirt,dirt,,,
disable,disable,,,
disaccord,disaccord,,,
disaffect,disaffect,,,
disagree,disagree,,,
disagreement,disagreement,,,
disallow,disallow,,,
disapproval,disapproval,,,
disarmer,disarmer,,,
disaster,disaster,,,
disastrous,disastrous,,,
disbelief,disbelief,,,
disbelieving,disbelieving,,,
disceptation,disceptation,,,
discernable,discernable,,,
discernible,discernible,,,
discerning,discerning,,,
disciplinarian,disciplinarian,,,
disclaimer,disclaimer,,,
discombobulate,discombobulate,,,
discompose,discompose,,,
disconnected,disconnected,,,
disconsolate,disconsolate,,,
discontinuation,discontinuation,,,
discontinue,discontinue,,,
discontinuous,discontinuous,,,
discount,discount,,,
discouragement,discouragement,,,
discourse,discourse,,,
discover,discover,,,
discovery,discovery,,,
discreetness,discreetness,,,
discriminating,discriminating,,,
disdain,disdain,,,
disdainful,disdainful,,,
disdainfulness,disdainfulness,,,
disenable,disenable,,,
disenchant,disenchant,,,
disencumber,disencumber,,,
disentangle,disentangle,,,
disfigure,disfigure,,,
disfranchise,disfranchise,,,
disgraceful,disgraceful,,,
disheartenment,disheartenment,,,
dishonest,dishonest,,,
dishonor,dishonor,,,
dishonour,dishonour,,,
disintegration,disintegration,,,
disinter,disinter,,,
dislodge,dislodge,,,
dislogistic,dislogistic,,,
dismay,dismay,,,
dismayed,dismayed,,,
disorder,disorder,,,
disorderly,disorderly,,,
disown,disown,,,
disparager,disparager,,,
disparaging,disparaging,,,
dispense with,dispense with,,,
disperse,disperse,,,
dispirit,dispirit,,,
displease,displease,,,
disport,disport,,,
dispose,dispose,,,
disposed,disposed,,,
disproof,disproof,,,
disputation,disputation,,,
disputatious,disputatious,,,
disputative,disputative,,,
disquiet,disquiet,,,
disregard,disregard,,,
disrupt,disrupt,,,
disruptive,disruptive,,,
diss,diss,,,
dissemble,dissemble,,,
dissension,dissension,,,
dissenter,dissenter,,,
dissentious,dissentious,,,
dissociate,dissociate,,,
dissolvent,dissolvent,,,
dissolver,dissolver,,,
dissolving agent,dissolving agent,,,
distaste,distaste,,,
distend,distend,,,
distil,distil,,,
distill,distill,,,
distinguishable,distinguishable,,,
distort,distort,,,
distressing,distressing,,,
distribute,distribute,,,
disused,disused,,,
divagate,divagate,,,
divagation,divagation,,,
divergence,divergence,,,
divergency,divergency,,,
divers,divers,,,
diverseness,diverseness,,,
divert,divert,,,
divest,divest,,,
divider,divider,,,
divinatory,divinatory,,,
divinity,divinity,,,
divulge,divulge,,,
dizziness,dizziness,,,
dizzy,dizzy,,,
do,do,,,
do away with,do away with,,,
do wrong,do wrong,,,
doctor,doctor,,,
dodge,dodge,,,
dodging,dodging,,,
dodgy,dodgy,,,
dodo,dodo,,,
dogfight,dogfight,,,
doggedness,doggedness,,,
dogma,dogma,,,
dogmatical,dogmatical,,,
dogmatism,dogmatism,,,
dogtooth,dogtooth,,,
doldrums,doldrums,,,
domain,domain,,,
domicile,domicile,,,
domiciliate,domiciliate,,,
dominance,dominance,,,
dominating,dominating,,,
donee,donee,,,
donnish,donnish,,,
doom,doom,,,
dormancy,dormancy,,,
dormer window,dormer window,,,
dory,dory,,,
dose,dose,,,
dot,dot,,,
doting,doting,,,
dotty,dotty,,,
double,double,,,
doubt,doubt,,,
doubter,doubter,,,
doubtful,doubtful,,,
dour,dour,,,
dowding,Dowding,,,
down,down,,,
downpour,downpour,,,
downright,downright,,,
drab,drab,,,
drag,drag,,,
drag in,drag in,,,
drag through the mud,drag through the mud,,,
dramatic play,dramatic play,,,
dramatise,dramatise,,,
dramatize,dramatize,,,
draw,draw,,,
draw a bead on,draw a bead on,,,
draw back,draw back,,,
draw close,draw close,,,
draw out,draw out,,,
drawn,drawn,,,
drawn-out,drawn-out,,,
dread,dread,,,
dreaded,dreaded,,,
dreadful,dreadful,,,
dream,dream,,,
dreaminess,dreaminess,,,
dreamy,dreamy,,,
drear,drear,,,
dreary,dreary,,,
dress,dress,,,
dress down,dress down,,,
dress up,dress up,,,
dressing down,dressing down,,,
dribble,dribble,,,
drift,drift,,,
drifter,drifter,,,
drill,drill,,,
drink,drink,,,
drinkable,drinkable,,,
drippy,drippy,,,
drive,drive,,,
drive away,drive away,,,
drive off,drive off,,,
drive out,drive out,,,
driven,driven,,,
drool,drool,,,
droop,droop,,,
drop,drop,,,
drop dead,drop dead,,,
dross,dross,,,
drouth,drouth,,,
drudge,drudge,,,
drum out,drum out,,,
drum up,drum up,,,
drumbeater,drumbeater,,,
dry,dry,,,
dry run,dry run,,,
dry up,dry up,,,
duality,duality,,,
dub,dub,,,
duck,duck,,,
dude,dude,,,
dull,dull,,,
dullard,dullard,,,
dumbfound,dumbfound,,,
dun,dun,,,
duologue,duologue,,,
dusky,dusky,,,
dust,dust,,,
duty,duty,,,
dwarf,dwarf,,,
dwell,dwell,,,
dweller,dweller,,,
dwindle,dwindle,,,
dwindle away,dwindle away,,,
dwindle down,dwindle down,,,
dying,dying,,,
dyslogistic,dyslogistic,,,
earful,earful,,,
early,early,,,
earn,earn,,,
earnestness,earnestness,,,
earnings,earnings,,,
earsplitting,earsplitting,,,
easy,easy,,,
eat,eat,,,
eat at,eat at,,,
eat into,eat into,,,
eat up,eat up,,,
eatable,eatable,,,
ebb away,ebb away,,,
ebb down,ebb down,,,
ebb off,ebb off,,,
ebb out,ebb out,,,
ebullient,ebullient,,,
ebullition,ebullition,,,
echo,echo,,,
echt,echt,,,
eclat,eclat,,,
ecologic,ecologic,,,
economic,economic,,,
edge,edge,,,
edgy,edgy,,,
edict,edict,,,
edification,edification,,,
edify,edify,,,
educated,educated,,,
educated person,educated person,,,
effect,effect,,,
effective,effective,,,
effete,effete,,,
efficaciousness,efficaciousness,,,
efficient,efficient,,,
efflorescence,efflorescence,,,
effulgent,effulgent,,,
egg,egg,,,
egg-shaped,egg-shaped,,,
egoist,egoist,,,
egotistic,egotistic,,,
egotistical,egotistical,,,
einstein,Einstein,,,
ejaculate,ejaculate,,,
elaborate,elaborate,,,
elan,elan,,,
eldritch,eldritch,,,
element,element,,,
elephantine,elephantine,,,
elevated,elevated,,,
elevation,elevation,,,
elicit,elicit,,,
elite group,elite group,,,
elliptic,elliptic,,,
eloquence,eloquence,,,
elucidate,elucidate,,,
elucidation,elucidation,,,
elude,elude,,,
elusive,elusive,,,
emaciated,emaciated,,,
emancipate,emancipate,,,
embark,embark,,,
embellish,embellish,,,
embroider,embroider,,,
embroidery,embroidery,,,
emotionlessness,emotionlessness,,,
empale,empale,,,
empathic,empathic,,,
emphasise,emphasise,,,
empiric,empiric,,,
employ,employ,,,
empower,empower,,,
empty,empty,,,
empyreal,empyreal,,,
empyrean,empyrean,,,
enamor,enamor,,,
enamour,enamour,,,
encampment,encampment,,,
enchant,enchant,,,
encipher,encipher,,,
enclose,enclose,,,
enclothe,enclothe,,,
encomium,encomium,,,
encompass,encompass,,,
encrypt,encrypt,,,
encumber,encumber,,,
encumbrance,encumbrance,,,
encyclopaedism,encyclopaedism,,,
encyclopedism,encyclopedism,,,
end,end,,,
endanger,endanger,,,
endangerment,endangerment,,,
endeavour,endeavour,,,
endemic,endemic,,,
endemic disease,endemic disease,,,
ending,ending,,,
endless,endless,,,
endue,endue,,,
endure,endure,,,
energetic,energetic,,,
energise,energise,,,
energy,energy,,,
enervate,enervate,,,
enfeeble,enfeeble,,,
enfold,enfold,,,
enforce,enforce,,,
engage,engage,,,
engagement,engagement,,,
engender,engender,,,
englut,englut,,,
engorge,engorge,,,
engraft,engraft,,,
engrave,engrave,,,
engrossed,engrossed,,,
engulf,engulf,,,
enigma,enigma,,,
enigmatical,enigmatical,,,
enjoy,enjoy,,,
enkindle,enkindle,,,
enlace,enlace,,,
enlargement,enlargement,,,
enlightenment,enlightenment,,,
enliven,enliven,,,
enmity,enmity,,,
ennui,ennui,,,
enounce,enounce,,,
enrapture,enrapture,,,
enrol,enrol,,,
enshroud,enshroud,,,
ensnare,ensnare,,,
ensnarl,ensnarl,,,
ensuant,ensuant,,,
ensure,ensure,,,
entailment,entailment,,,
enter,enter,,,
enterprise,enterprise,,,
enterpriser,enterpriser,,,
enthral,enthral,,,
entice,entice,,,
enticement,enticement,,,
entire,entire,,,
entireness,entireness,,,
entirety,entirety,,,
entomb,entomb,,,
entrance,entrance,,,
entrance hall,entrance hall,,,
entrant,entrant,,,
entrap,entrap,,,
entreat,entreat,,,
entry,entry,,,
entwine,entwine,,,
envenom,envenom,,,
envious,envious,,,
environ,environ,,,
environmentalist,environmentalist,,,
envisage,envisage,,,
envision,envision,,,
enwrap,enwrap,,,
enwrapped,enwrapped,,,
eonian,eonian,,,
epic poem,epic poem,,,
epicure,epicure,,,
epicurean,epicurean,,,
epilog,epilog,,,
epitome,epitome,,,
epitomise,epitomise,,,
epoch,epoch,,,
epos,epos,,,
equal,equal,,,
equalitarian,equalitarian,,,
equality,equality,,,
equanimity,equanimity,,,
equation,equation,,,
equivalent,equivalent,,,
equivocal,equivocal,,,
erosive,erosive,,,
error,error,,,
eruditeness,eruditeness,,,
eruption,eruption,,,
eschew,eschew,,,
essential,essential,,,
establish,establish,,,
esteemed,esteemed,,,
esthesis,esthesis,,,
esthete,esthete,,,
esthetic,esthetic,,,
esthetical,esthetical,,,
estimate,estimate,,,
estimation,estimation,,,
estrange,estrange,,,
esurient,esurient,,,
eternal,eternal,,,
ethnical,ethnical,,,
eubstance,eubstance,,,
eulogise,eulogise,,,
eulogium,eulogium,,,
evangelist,evangelist,,,
evasion,evasion,,,
even off,even off,,,
even out,even out,,,
even so,even so,,,
even up,even up,,,
evenfall,evenfall,,,
event,event,,,
eventful,eventful,,,
eventuality,eventuality,,,
everlasting,everlasting,,,
everyday,everyday,,,
evidence,evidence,,,
evident,evident,,,
evildoing,evildoing,,,
evoke,evoke,,,
exacerbate,exacerbate,,,
exaggeration,exaggeration,,,
exalt,exalt,,,
exaltation,exaltation,,,
exalted,exalted,,,
examination,examination,,,
examine,examine,,,
example,example,,,
exasperate,exasperate,,,
exceed,exceed,,,
exceeding,exceeding,,,
excellent,excellent,,,
exchange,exchange,,,
excite,excite,,,
excited,excited,,,
exclude,exclude,,,
exclusive right,exclusive right,,,
excogitate,excogitate,,,
excoriate,excoriate,,,
excoriation,excoriation,,,
excrescence,excrescence,,,
excruciate,excruciate,,,
exculpate,exculpate,,,
excursus,excursus,,,
excusatory,excusatory,,,
excuse,excuse,,,
execrable,execrable,,,
execrate,execrate,,,
execration,execration,,,
executable,executable,,,
execute,execute,,,
exemplify,exemplify,,,
exercise,exercise,,,
exhilaration,exhilaration,,,
exhort,exhort,,,
exile,exile,,,
existence,existence,,,
exit,exit,,,
exoneration,exoneration,,,
exorcize,exorcize,,,
expand,expand,,,
expect,expect,,,
experienced,experienced,,,
experiential,experiential,,,
experiment,experiment,,,
expert,expert,,,
expertise,expertise,,,
expiate,expiate,,,
expiration,expiration,,,
expiry,expiry,,,
explain,explain,,,
exponent,exponent,,,
expostulation,expostulation,,,
express,express,,,
expressed,expressed,,,
expunge,expunge,,,
extemporise,extemporise,,,
extemporize,extemporize,,,
extend,extend,,,
extend beyond main part,extend beyond main part,,,
extended,extended,,,
extenuate,extenuate,,,
extinguish,extinguish,,,
extol,extol,,,
extolment,extolment,,,
extortionate,extortionate,,,
extra,extra,,,
extract,extract,,,
extrapolate,extrapolate,,,
extravagancy,extravagancy,,,
extreme,extreme,,,
extreme right-winger,extreme right-winger,,,
extroverted,extroverted,,,
extrusion,extrusion,,,
exuberant,exuberant,,,
exudate,exudate,,,
exultant,exultant,,,
exultation,exultation,,,
exulting,exulting,,,
exuviate,exuviate,,,
eye tooth,eye tooth,,,
eyetooth,eyetooth,,,
eyrie,eyrie,,,
eyry,eyry,,,
fable,fable,,,
fabulous,fabulous,,,
face,face,,,
facile,facile,,,
fact-finding,fact-finding,,,
factious,factious,,,
fag,fag,,,
faineant,faineant,,,
fair,fair,,,
fair game,fair game,,,
fair-mindedness,fair-mindedness,,,
fairness,fairness,,,
fake,fake,,,
faker,faker,,,
fall,fall,,,
fall apart,fall apart,,,
fall in,fall in,,,
fallacious,fallacious,,,
fallal,fallal,,,
false,FALSE,,,
false belief,false belief,,,
false name,false name,,,
false praise,false praise,,,
falseness,falseness,,,
falsify,falsify,,,
famed,famed,,,
familial,familial,,,
familiarize,familiarize,,,
family,family,,,
family predecessor,family predecessor,,,
famished,famished,,,
famous,famous,,,
fan,fan,,,
fan out,fan out,,,
fanatism,fanatism,,,
fancify,fancify,,,
fancy man,fancy man,,,
fantasm,fantasm,,,
fantastical,fantastical,,,
far-famed,far-famed,,,
far-out,far-out,,,
farce comedy,farce comedy,,,
farcical,farcical,,,
farming,farming,,,
fashion plate,fashion plate,,,
fast,fast,,,
fasten,fasten,,,
fastener,fastener,,,
fate,fate,,,
fateful,fateful,,,
father,father,,,
fatuous,fatuous,,,
faultfinding,faultfinding,,,
faultless,faultless,,,
faux pas,faux pas,,,
fawning,fawning,,,
faze,faze,,,
fear,fear,,,
fearful,fearful,,,
fearless,fearless,,,
feather,feather,,,
featherbed,featherbed,,,
fecund,fecund,,,
feel,feel,,,
feel compassion for,feel compassion for,,,
feel for,feel for,,,
feel sorry,feel sorry,,,
feeling,feeling,,,
feisty,feisty,,,
felicitousness,felicitousness,,,
fell,fell,,,
fellow,fellow,,,
fellow worker,fellow worker,,,
fen,fen,,,
fend for,fend for,,,
fend off,fend off,,,
fenland,fenland,,,
ferine,ferine,,,
fermentation,fermentation,,,
fervency,fervency,,,
fervent,fervent,,,
fervid,fervid,,,
fervidness,fervidness,,,
fervour,fervour,,,
festinate,festinate,,,
fetor,fetor,,,
feverish,feverish,,,
fiasco,fiasco,,,
fiat,fiat,,,
fibre,fibre,,,
fibrous,fibrous,,,
fickle,fickle,,,
fictile,fictile,,,
fiction,fiction,,,
fiction of the mind,fiction of the mind,,,
fiddle,fiddle,,,
fiddling,fiddling,,,
field,field,,,
fiend,fiend,,,
fierce,fierce,,,
fierceness,fierceness,,,
fiery,fiery,,,
fight,fight,,,
figure,figure,,,
filch,filch,,,
fill,fill,,,
fill again,fill again,,,
filmy,filmy,,,
financial,financial,,,
find,find,,,
find out,find out,,,
finding,finding,,,
finding of fact,finding of fact,,,
fine-tune,fine-tune,,,
fineness,fineness,,,
finical,finical,,,
finish,finish,,,
fire,fire,,,
fire copyright 2007 audrey walton. all rights reserved. definitions from wordnet 3.0 copyright 2006 by princeton university. all rights reserved.,fire Copyright 2007 Audrey Walton. All rights reserved. Definitions from WordNet 3.0 Copyright 2006 by Princeton University. All rights reserved.,,,
fireplace,fireplace,,,
firm,firm,,,
first,first,,,
first appearance,first appearance,,,
first derivative,first derivative,,,
fissure,fissure,,,
fit,fit,,,
fit in,fit in,,,
fit out,fit out,,,
fix,fix,,,
fixation,fixation,,,
fixedness,fixedness,,,
flag waving,flag waving,,,
flagellum,flagellum,,,
flagitious,flagitious,,,
flagrant,flagrant,,,
flake,flake,,,
flakey,flakey,,,
flaky,flaky,,,
flash,flash,,,
flasher,flasher,,,
flashy,flashy,,,
flat,flat,,,
flattery,flattery,,,
flavored,flavored,,,
flavorless,flavorless,,,
flavour,flavour,,,
flavourless,flavourless,,,
fledgeling,fledgeling,,,
fleeceable,fleeceable,,,
fleer,fleer,,,
fleet,fleet,,,
flesh,flesh,,,
fleshly,fleshly,,,
flexible,flexible,,,
flightiness,flightiness,,,
flighty,flighty,,,
flinch,flinch,,,
fling,fling,,,
flip,flip,,,
floater,floater,,,
floaty,floaty,,,
flock,flock,,,
florid,florid,,,
floridity,floridity,,,
floridness,floridness,,,
flourish,flourish,,,
flout,flout,,,
flower,flower,,,
flowery,flowery,,,
flub,flub,,,
fluctuation,fluctuation,,,
fluent,fluent,,,
fluff,fluff,,,
flummox,flummox,,,
flurry,flurry,,,
flush,flush,,,
flutter,flutter,,,
fly,fly,,,
fly high,fly high,,,
flyspeck,flyspeck,,,
focus,focus,,,
foetid,foetid,,,
foetor,foetor,,,
fogey,fogey,,,
foggy,foggy,,,
fogy,fogy,,,
folder,folder,,,
follow,follow,,,
foment,foment,,,
fondle,fondle,,,
fondness,fondness,,,
food,food,,,
foodie,foodie,,,
fool,fool,,,
fooler,fooler,,,
foolhardy,foolhardy,,,
foolishness,foolishness,,,
foot soldier,foot soldier,,,
footer,footer,,,
footle,footle,,,
footling,footling,,,
footnote,footnote,,,
foray,foray,,,
forbearance,forbearance,,,
forbid,forbid,,,
forbidding,forbidding,,,
force,force,,,
force back,force back,,,
force out,force out,,,
forebode,forebode,,,
foreboding,foreboding,,,
forecast,forecast,,,
foreclose,foreclose,,,
forefend,forefend,,,
forego,forego,,,
foreknow,foreknow,,,
foreland,foreland,,,
foreshorten,foreshorten,,,
foresightedness,foresightedness,,,
foresightfulness,foresightfulness,,,
forestall,forestall,,,
foreswear,foreswear,,,
foretell,foretell,,,
foretoken,foretoken,,,
forfend,forfend,,,
forge,forge,,,
forger,forger,,,
forgo,forgo,,,
forgotten,forgotten,,,
fork,fork,,,
forking,forking,,,
form,form,,,
formal,formal,,,
formalise,formalise,,,
formalize,formalize,,,
formation,formation,,,
formless,formless,,,
formulate,formulate,,,
forsake,forsake,,,
forswear,forswear,,,
fort,fort,,,
forthright,forthright,,,
fortune,fortune,,,
forward-looking,forward-looking,,,
foul,foul,,,
foul language,foul language,,,
foul up,foul up,,,
foul-smelling,foul-smelling,,,
foul-up,foul-up,,,
fox,fox,,,
foxiness,foxiness,,,
foxy,foxy,,,
foyer,foyer,,,
fracas,fracas,,,
fractious,fractious,,,
fragmental,fragmental,,,
fragrance,fragrance,,,
frail,frail,,,
frame,frame,,,
frangibility,frangibility,,,
frangibleness,frangibleness,,,
frank,frank,,,
fraudulence,fraudulence,,,
frazzle,frazzle,,,
freakish,freakish,,,
freaky,freaky,,,
free,free,,,
free-spoken,free-spoken,,,
freedom fighter,freedom fighter,,,
freeze off,freeze off,,,
freight,freight,,,
frenetic,frenetic,,,
frenzied,frenzied,,,
frenzy,frenzy,,,
frequency distribution,frequency distribution,,,
frequenter,frequenter,,,
freshman,freshman,,,
freshness,freshness,,,
fret,fret,,,
fretful,fretful,,,
fretfulness,fretfulness,,,
friar,friar,,,
friend,friend,,,
friendly,friendly,,,
fright,fright,,,
frighten away,frighten away,,,
frighten off,frighten off,,,
frightening,frightening,,,
fringe benefit,fringe benefit,,,
fringy,fringy,,,
frisk,frisk,,,
frolic,frolic,,,
frolicky,frolicky,,,
frontage,frontage,,,
frontal,frontal,,,
froward,froward,,,
frugalness,frugalness,,,
fruitfulness,fruitfulness,,,
fruity,fruity,,,
fuck up,fuck up,,,
fuckup,fuckup,,,
fuddle,fuddle,,,
fudge,fudge,,,
fugacious,fugacious,,,
fulfil,fulfil,,,
fulfill,fulfill,,,
fulmination,fulmination,,,
fumble,fumble,,,
fumbler,fumbler,,,
funk,funk,,,
funky,funky,,,
funny,funny,,,
furbish up,furbish up,,,
furious,furious,,,
furiousness,furiousness,,,
furor,furor,,,
furore,furore,,,
further,further,,,
furtive,furtive,,,
fury,fury,,,
fussiness,fussiness,,,
fussy,fussy,,,
fustian,fustian,,,
gabble,gabble,,,
gabby,gabby,,,
gag,gag,,,
gain,gain,,,
gainsay,gainsay,,,
gala affair,gala affair,,,
gallant,gallant,,,
gallantry,gallantry,,,
galvanise,galvanise,,,
gamey,gamey,,,
gamy,gamy,,,
gaol,gaol,,,
gap,gap,,,
garb,garb,,,
garble,garble,,,
garboil,garboil,,,
garish,garish,,,
garner,garner,,,
garnishee,garnishee,,,
garrulity,garrulity,,,
garrulousness,garrulousness,,,
gas,gas,,,
gasconade,gasconade,,,
gastronome,gastronome,,,
gaucherie,gaucherie,,,
gaud,gaud,,,
gauze-like,gauze-like,,,
gauzy,gauzy,,,
gawk,gawk,,,
gawky,gawky,,,
gawp,gawp,,,
gay,gay,,,
gazump,gazump,,,
general anatomy,general anatomy,,,
generalisation,generalisation,,,
generalise,generalise,,,
generalization,generalization,,,
generalize,generalize,,,
generate,generate,,,
generation,generation,,,
genetic,genetic,,,
genial,genial,,,
gentile,gentile,,,
gentle,gentle,,,
gentle wind,gentle wind,,,
geographic expedition,geographic expedition,,,
germinate,germinate,,,
