word,display_form,part_of_speech,difficulty,frequency_rank
distressing,distressing,,level_1,
distribute,distribute,,level_1,
disused,disused,,level_1,
divagate,divagate,,level_1,
divagation,divagation,,level_1,
divergence,divergence,,level_1,
divergency,divergency,,level_1,
divers,divers,,level_1,
diverseness,diverseness,,level_1,
divert,divert,,level_1,
divest,divest,,level_1,
divider,divider,,level_1,
divinatory,divinatory,,level_1,
divinity,divinity,,level_1,
divulge,divulge,,level_1,
dizziness,dizziness,,level_1,
dizzy,dizzy,,level_1,
do,do,,level_1,
do away with,do away with,,level_1,
do wrong,do wrong,,level_1,
doctor,doctor,,level_1,
dodge,dodge,,level_1,
dodging,dodging,,level_1,
dodgy,dodgy,,level_1,
dodo,dodo,,level_1,
dogfight,dogfight,,level_1,
doggedness,doggedness,,level_1,
dogma,dogma,,level_1,
dogmatical,dogmatical,,level_1,
dogmatism,dogmatism,,level_1,
dogtooth,dogtooth,,level_1,
doldrums,doldrums,,level_1,
domain,domain,,level_1,
domicile,domicile,,level_1,
domiciliate,domiciliate,,level_1,
dominance,dominance,,level_1,
dominating,dominating,,level_1,
donee,donee,,level_1,
donnish,donnish,,level_1,
doom,doom,,level_1,
dormancy,dormancy,,level_1,
dormer window,dormer window,,level_1,
dory,dory,,level_1,
dose,dose,,level_1,
dot,dot,,level_1,
doting,doting,,level_1,
dotty,dotty,,level_1,
double,double,,level_1,
doubt,doubt,,level_1,
doubter,doubter,,level_1,
doubtful,doubtful,,level_1,
dour,dour,,level_1,
dowding,Dowding,,level_1,
down,down,,level_1,
downpour,downpour,,level_1,
downright,downright,,level_1,
drab,drab,,level_1,
drag,drag,,level_1,
drag in,drag in,,level_1,
drag through the mud,drag through the mud,,level_1,
dramatic play,dramatic play,,level_1,
dramatise,dramatise,,level_1,
dramatize,dramatize,,level_1,
draw,draw,,level_1,
draw a bead on,draw a bead on,,level_1,
draw back,draw back,,level_1,
draw close,draw close,,level_1,
draw out,draw out,,level_1,
drawn,drawn,,level_1,
drawn-out,drawn-out,,level_1,
dread,dread,,level_1,
dreaded,dreaded,,level_1,
dreadful,dreadful,,level_1,
dream,dream,,level_1,
dreaminess,dreaminess,,level_1,
dreamy,dreamy,,level_1,
drear,drear,,level_1,
dreary,dreary,,level_1,
dress,dress,,level_1,
dress down,dress down,,level_1,
dress up,dress up,,level_1,
dressing down,dressing down,,level_1,
dribble,dribble,,level_1,
drift,drift,,level_1,
drifter,drifter,,level_1,
drill,drill,,level_1,
drink,drink,,level_1,
drinkable,drinkable,,level_1,
drippy,drippy,,level_1,
drive,drive,,level_1,
drive away,drive away,,level_1,
drive off,drive off,,level_1,
drive out,drive out,,level_1,
driven,driven,,level_1,
drool,drool,,level_1,
droop,droop,,level_1,
drop,drop,,level_1,
drop dead,drop dead,,level_1,
dross,dross,,level_1,
drouth,drouth,,level_1,
drudge,drudge,,level_1,
drum out,drum out,,level_1,
drum up,drum up,,level_1,
drumbeater,drumbeater,,level_1,
dry,dry,,level_1,
dry run,dry run,,level_1,
dry up,dry up,,level_1,
duality,duality,,level_1,
dub,dub,,level_1,
duck,duck,,level_1,
dude,dude,,level_1,
dull,dull,,level_1,
dullard,dullard,,level_1,
dumbfound,dumbfound,,level_1,
dun,dun,,level_1,
duologue,duologue,,level_1,
dusky,dusky,,level_1,
dust,dust,,level_1,
duty,duty,,level_1,
dwarf,dwarf,,level_1,
dwell,dwell,,level_1,
dweller,dweller,,level_1,
dwindle,dwindle,,level_1,
dwindle away,dwindle away,,level_1,
dwindle down,dwindle down,,level_1,
dying,dying,,level_1,
dyslogistic,dyslogistic,,level_1,
earful,earful,,level_1,
early,early,,level_1,
earn,earn,,level_1,
earnestness,earnestness,,level_1,
earnings,earnings,,level_1,
earsplitting,earsplitting,,level_1,
easy,easy,,level_1,
eat,eat,,level_1,
eat at,eat at,,level_1,
eat into,eat into,,level_1,
eat up,eat up,,level_1,
eatable,eatable,,level_1,
ebb away,ebb away,,level_1,
ebb down,ebb down,,level_1,
ebb off,ebb off,,level_1,
ebb out,ebb out,,level_1,
ebullient,ebullient,,level_1,
ebullition,ebullition,,level_1,
echo,echo,,level_1,
echt,echt,,level_1,
eclat,eclat,,level_1,
ecologic,ecologic,,level_1,
economic,economic,,level_1,
edge,edge,,level_1,
edgy,edgy,,level_1,
edict,edict,,level_1,
edification,edification,,level_1,
edify,edify,,level_1,
educated,educated,,level_1,
educated person,educated person,,level_1,
effect,effect,,level_1,
effective,effective,,level_1,
effete,effete,,level_1,
efficaciousness,efficaciousness,,level_1,
efficient,efficient,,level_1,
efflorescence,efflorescence,,level_1,
effulgent,effulgent,,level_1,
egg,egg,,level_1,
egg-shaped,egg-shaped,,level_1,
egoist,egoist,,level_1,
egotistic,egotistic,,level_1,
egotistical,egotistical,,level_1,
einstein,Einstein,,level_1,
ejaculate,ejaculate,,level_1,
elaborate,elaborate,,level_1,
elan,elan,,level_1,
eldritch,eldritch,,level_1,
element,element,,level_1,
elephantine,elephantine,,level_1,
elevated,elevated,,level_1,
elevation,elevation,,level_1,
elicit,elicit,,level_1,
elite group,elite group,,level_1,
elliptic,elliptic,,level_1,
eloquence,eloquence,,level_1,
elucidate,elucidate,,level_1,
elucidation,elucidation,,level_1,
elude,elude,,level_1,
elusive,elusive,,level_1,
emaciated,emaciated,,level_1,
emancipate,emancipate,,level_1,
embark,embark,,level_1,
embellish,embellish,,level_1,
embroider,embroider,,level_1,
embroidery,embroidery,,level_1,
emotionlessness,emotionlessness,,level_1,
empale,empale,,level_1,
empathic,empathic,,level_1,
emphasise,emphasise,,level_1,
empiric,empiric,,level_1,
employ,employ,,level_1,
empower,empower,,level_1,
empty,empty,,level_1,
empyreal,empyreal,,level_1,
empyrean,empyrean,,level_1,
enamor,enamor,,level_1,
enamour,enamour,,level_1,
encampment,encampment,,level_1,
enchant,enchant,,level_1,
encipher,encipher,,level_1,
enclose,enclose,,level_1,
enclothe,enclothe,,level_1,
encomium,encomium,,level_1,
encompass,encompass,,level_1,
encrypt,encrypt,,level_1,
encumber,encumber,,level_1,
encumbrance,encumbrance,,level_1,
encyclopaedism,encyclopaedism,,level_1,
encyclopedism,encyclopedism,,level_1,
end,end,,level_1,
endanger,endanger,,level_1,
endangerment,endangerment,,level_1,
endeavour,endeavour,,level_1,
endemic,endemic,,level_1,
endemic disease,endemic disease,,level_1,
ending,ending,,level_1,
endless,endless,,level_1,
endue,endue,,level_1,
endure,endure,,level_1,
energetic,energetic,,level_1,
energise,energise,,level_1,
energy,energy,,level_1,
enervate,enervate,,level_1,
enfeeble,enfeeble,,level_1,
enfold,enfold,,level_1,
enforce,enforce,,level_1,
engage,engage,,level_1,
engagement,engagement,,level_1,
engender,engender,,level_1,
englut,englut,,level_1,
engorge,engorge,,level_1,
engraft,engraft,,level_1,
engrave,engrave,,level_1,
engrossed,engrossed,,level_1,
engulf,engulf,,level_1,
enigma,enigma,,level_1,
enigmatical,enigmatical,,level_1,
enjoy,enjoy,,level_1,
enkindle,enkindle,,level_1,
enlace,enlace,,level_1,
enlargement,enlargement,,level_1,
enlightenment,enlightenment,,level_1,
enliven,enliven,,level_1,
enmity,enmity,,level_1,
ennui,ennui,,level_1,
enounce,enounce,,level_1,
enrapture,enrapture,,level_1,
enrol,enrol,,level_1,
enshroud,enshroud,,level_1,
ensnare,ensnare,,level_1,
ensnarl,ensnarl,,level_1,
ensuant,ensuant,,level_1,
ensure,ensure,,level_1,
entailment,entailment,,level_1,
enter,enter,,level_1,
enterprise,enterprise,,level_1,
enterpriser,enterpriser,,level_1,
enthral,enthral,,level_1,
entice,entice,,level_1,
enticement,enticement,,level_1,
entire,entire,,level_1,
entireness,entireness,,level_1,
entirety,entirety,,level_1,
entomb,entomb,,level_1,
entrance,entrance,,level_1,
entrance hall,entrance hall,,level_1,
entrant,entrant,,level_1,
entrap,entrap,,level_1,
entreat,entreat,,level_1,
entry,entry,,level_1,
entwine,entwine,,level_1,
envenom,envenom,,level_1,
envious,envious,,level_1,
environ,environ,,level_1,
environmentalist,environmentalist,,level_1,
envisage,envisage,,level_1,
envision,envision,,level_1,
enwrap,enwrap,,level_1,
enwrapped,enwrapped,,level_1,
eonian,eonian,,level_1,
epic poem,epic poem,,level_1,
epicure,epicure,,level_1,
epicurean,epicurean,,level_1,
epilog,epilog,,level_1,
epitome,epitome,,level_1,
epitomise,epitomise,,level_1,
epoch,epoch,,level_1,
epos,epos,,level_1,
equal,equal,,level_1,
equalitarian,equalitarian,,level_1,
equality,equality,,level_1,
equanimity,equanimity,,level_1,
equation,equation,,level_1,
equivalent,equivalent,,level_1,
equivocal,equivocal,,level_1,
erosive,erosive,,level_1,
error,error,,level_1,
eruditeness,eruditeness,,level_1,
eruption,eruption,,level_1,
eschew,eschew,,level_1,
essential,essential,,level_1,
establish,establish,,level_1,
esteemed,esteemed,,level_1,
esthesis,esthesis,,level_1,
esthete,esthete,,level_1,
esthetic,esthetic,,level_1,
esthetical,esthetical,,level_1,
estimate,estimate,,level_1,
estimation,estimation,,level_1,
estrange,estrange,,level_1,
esurient,esurient,,level_1,
eternal,eternal,,level_1,
ethnical,ethnical,,level_1,
eubstance,eubstance,,level_1,
eulogise,eulogise,,level_1,
eulogium,eulogium,,level_1,
evangelist,evangelist,,level_1,
evasion,evasion,,level_1,
even off,even off,,level_1,
even out,even out,,level_1,
even so,even so,,level_1,
even up,even up,,level_1,
evenfall,evenfall,,level_1,
event,event,,level_1,
eventful,eventful,,level_1,
eventuality,eventuality,,level_1,
everlasting,everlasting,,level_1,
everyday,everyday,,level_1,
evidence,evidence,,level_1,
evident,evident,,level_1,
evildoing,evildoing,,level_1,
evoke,evoke,,level_1,
exacerbate,exacerbate,,level_1,
exaggeration,exaggeration,,level_1,
exalt,exalt,,level_1,
exaltation,exaltation,,level_1,
exalted,exalted,,level_1,
examination,examination,,level_1,
examine,examine,,level_1,
example,example,,level_1,
exasperate,exasperate,,level_1,
exceed,exceed,,level_1,
exceeding,exceeding,,level_1,
excellent,excellent,,level_1,
exchange,exchange,,level_1,
excite,excite,,level_1,
excited,excited,,level_1,
exclude,exclude,,level_1,
exclusive right,exclusive right,,level_1,
excogitate,excogitate,,level_1,
excoriate,excoriate,,level_1,
excoriation,excoriation,,level_1,
excrescence,excrescence,,level_1,
excruciate,excruciate,,level_1,
exculpate,exculpate,,level_1,
excursus,excursus,,level_1,
excusatory,excusatory,,level_1,
excuse,excuse,,level_1,
execrable,execrable,,level_1,
execrate,execrate,,level_1,
execration,execration,,level_1,
executable,executable,,level_1,
execute,execute,,level_1,
exemplify,exemplify,,level_1,
exercise,exercise,,level_1,
exhilaration,exhilaration,,level_1,
exhort,exhort,,level_1,
exile,exile,,level_1,
existence,existence,,level_1,
exit,exit,,level_1,
exoneration,exoneration,,level_1,
exorcize,exorcize,,level_1,
expand,expand,,level_1,
expect,expect,,level_1,
experienced,experienced,,level_1,
experiential,experiential,,level_1,
experiment,experiment,,level_1,
expert,expert,,level_1,
expertise,expertise,,level_1,
expiate,expiate,,level_1,
expiration,expiration,,level_1,
expiry,expiry,,level_1,
explain,explain,,level_1,
exponent,exponent,,level_1,
expostulation,expostulation,,level_1,
express,express,,level_1,
expressed,expressed,,level_1,
expunge,expunge,,level_1,
extemporise,extemporise,,level_1,
extemporize,extemporize,,level_1,
extend,extend,,level_1,
extend beyond main part,extend beyond main part,,level_1,
extended,extended,,level_1,
extenuate,extenuate,,level_1,
extinguish,extinguish,,level_1,
extol,extol,,level_1,
extolment,extolment,,level_1,
extortionate,extortionate,,level_1,
extra,extra,,level_1,
extract,extract,,level_1,
extrapolate,extrapolate,,level_1,
extravagancy,extravagancy,,level_1,
extreme,extreme,,level_1,
extreme right-winger,extreme right-winger,,level_1,
extroverted,extroverted,,level_1,
extrusion,extrusion,,level_1,
exuberant,exuberant,,level_1,
exudate,exudate,,level_1,
exultant,exultant,,level_1,
exultation,exultation,,level_1,
exulting,exulting,,level_1,
exuviate,exuviate,,level_1,
eye tooth,eye tooth,,level_1,
eyetooth,eyetooth,,level_1,
eyrie,eyrie,,level_1,
eyry,eyry,,level_1,
fable,fable,,level_1,
fabulous,fabulous,,level_1,
face,face,,level_1,
facile,facile,,level_1,
fact-finding,fact-finding,,level_1,
factious,factious,,level_1,
fag,fag,,level_1,
faineant,faineant,,level_1,
fair,fair,,level_1,
fair game,fair game,,level_1,
fair-mindedness,fair-mindedness,,level_1,
fairness,fairness,,level_1,
fake,fake,,level_1,
faker,faker,,level_1,
fall,fall,,level_1,
fall apart,fall apart,,level_1,
fall in,fall in,,level_1,
fallacious,fallacious,,level_1,
fallal,fallal,,level_1,
false,FALSE,,level_1,
false belief,false belief,,level_1,
false name,false name,,level_1,
false praise,false praise,,level_1,
falseness,falseness,,level_1,
falsify,falsify,,level_1,
famed,famed,,level_1,
familial,familial,,level_1,
familiarize,familiarize,,level_1,
family,family,,level_1,
family predecessor,family predecessor,,level_1,
famished,famished,,level_1,
famous,famous,,level_1,
fan,fan,,level_1,
fan out,fan out,,level_1,
fanatism,fanatism,,level_1,
fancify,fancify,,level_1,
fancy man,fancy man,,level_1,
fantasm,fantasm,,level_1,
fantastical,fantastical,,level_1,
far-famed,far-famed,,level_1,
far-out,far-out,,level_1,
farce comedy,farce comedy,,level_1,
farcical,farcical,,level_1,
farming,farming,,level_1,
fashion plate,fashion plate,,level_1,
fast,fast,,level_1,
fasten,fasten,,level_1,
fastener,fastener,,level_1,
fate,fate,,level_1,
fateful,fateful,,level_1,
father,father,,level_1,
fatuous,fatuous,,level_1,
faultfinding,faultfinding,,level_1,
faultless,faultless,,level_1,
faux pas,faux pas,,level_1,
fawning,fawning,,level_1,
faze,faze,,level_1,
fear,fear,,level_1,
fearful,fearful,,level_1,
fearless,fearless,,level_1,
feather,feather,,level_1,
featherbed,featherbed,,level_1,
fecund,fecund,,level_1,
feel,feel,,level_1,
feel compassion for,feel compassion for,,level_1,
feel for,feel for,,level_1,
feel sorry,feel sorry,,level_1,
feeling,feeling,,level_1,
feisty,feisty,,level_1,
felicitousness,felicitousness,,level_1,
fell,fell,,level_1,
fellow,fellow,,level_1,
fellow worker,fellow worker,,level_1,
fen,fen,,level_1,
fend for,fend for,,level_1,
fend off,fend off,,level_1,
fenland,fenland,,level_1,
ferine,ferine,,level_1,
fermentation,fermentation,,level_1,
fervency,fervency,,level_1,
fervent,fervent,,level_1,
fervid,fervid,,level_1,
fervidness,fervidness,,level_1,
fervour,fervour,,level_1,
festinate,festinate,,level_1,
fetor,fetor,,level_1,
feverish,feverish,,level_1,
fiasco,fiasco,,level_1,
fiat,fiat,,level_1,
fibre,fibre,,level_1,
fibrous,fibrous,,level_1,
fickle,fickle,,level_1,
fictile,fictile,,level_1,
fiction,fiction,,level_1,
fiction of the mind,fiction of the mind,,level_1,
fiddle,fiddle,,level_1,
fiddling,fiddling,,level_1,
field,field,,level_1,
fiend,fiend,,level_1,
fierce,fierce,,level_1,
fierceness,fierceness,,level_1,
fiery,fiery,,level_1,
fight,fight,,level_1,
figure,figure,,level_1,
filch,filch,,level_1,
fill,fill,,level_1,
fill again,fill again,,level_1,
filmy,filmy,,level_1,
financial,financial,,level_1,
find,find,,level_1,
find out,find out,,level_1,
finding,finding,,level_1,
finding of fact,finding of fact,,level_1,
fine-tune,fine-tune,,level_1,
fineness,fineness,,level_1,
finical,finical,,level_1,
finish,finish,,level_1,
fire,fire,,level_1,
fire copyright 2007 audrey walton. all rights reserved. definitions from wordnet 3.0 copyright 2006 by princeton university. all rights reserved.,fire Copyright 2007 Audrey Walton. All rights reserved. Definitions from WordNet 3.0 Copyright 2006 by Princeton University. All rights reserved.,,level_1,
fireplace,fireplace,,level_1,
firm,firm,,level_1,
first,first,,level_1,
first appearance,first appearance,,level_1,
first derivative,first derivative,,level_1,
fissure,fissure,,level_1,
fit,fit,,level_1,
fit in,fit in,,level_1,
fit out,fit out,,level_1,
fix,fix,,level_1,
fixation,fixation,,level_1,
fixedness,fixedness,,level_1,
flag waving,flag waving,,level_1,
flagellum,flagellum,,level_1,
flagitious,flagitious,,level_1,
flagrant,flagrant,,level_1,
flake,flake,,level_1,
flakey,flakey,,level_1,
flaky,flaky,,level_1,
flash,flash,,level_1,
flasher,flasher,,level_1,
flashy,flashy,,level_1,
flat,flat,,level_1,
flattery,flattery,,level_1,
flavored,flavored,,level_1,
flavorless,flavorless,,level_1,
flavour,flavour,,level_1,
flavourless,flavourless,,level_1,
fledgeling,fledgeling,,level_1,
fleeceable,fleeceable,,level_1,
fleer,fleer,,level_1,
fleet,fleet,,level_1,
flesh,flesh,,level_1,
fleshly,fleshly,,level_1,
flexible,flexible,,level_1,
flightiness,flightiness,,level_1,
flighty,flighty,,level_1,
flinch,flinch,,level_1,
fling,fling,,level_1,
flip,flip,,level_1,
floater,floater,,level_1,
floaty,floaty,,level_1,
flock,flock,,level_1,
florid,florid,,level_1,
floridity,floridity,,level_1,
floridness,floridness,,level_1,
flourish,flourish,,level_1,
flout,flout,,level_1,
flower,flower,,level_1,
flowery,flowery,,level_1,
flub,flub,,level_1,
fluctuation,fluctuation,,level_1,
fluent,fluent,,level_1,
fluff,fluff,,level_1,
flummox,flummox,,level_1,
flurry,flurry,,level_1,
flush,flush,,level_1,
flutter,flutter,,level_1,
fly,fly,,level_1,
fly high,fly high,,level_1,
flyspeck,flyspeck,,level_1,
focus,focus,,level_1,
foetid,foetid,,level_1,
foetor,foetor,,level_1,
fogey,fogey,,level_1,
foggy,foggy,,level_1,
fogy,fogy,,level_1,
folder,folder,,level_1,
follow,follow,,level_1,
foment,foment,,level_1,
fondle,fondle,,level_1,
fondness,fondness,,level_1,
food,food,,level_1,
foodie,foodie,,level_1,
fool,fool,,level_1,
fooler,fooler,,level_1,
foolhardy,foolhardy,,level_1,
foolishness,foolishness,,level_1,
foot soldier,foot soldier,,level_1,
footer,footer,,level_1,
footle,footle,,level_1,
footling,footling,,level_1,
footnote,footnote,,level_1,
foray,foray,,level_1,
forbearance,forbearance,,level_1,
forbid,forbid,,level_1,
forbidding,forbidding,,level_1,
force,force,,level_1,
force back,force back,,level_1,
force out,force out,,level_1,
forebode,forebode,,level_1,
foreboding,foreboding,,level_1,
forecast,forecast,,level_1,
foreclose,foreclose,,level_1,
forefend,forefend,,level_1,
forego,forego,,level_1,
foreknow,foreknow,,level_1,
foreland,foreland,,level_1,
foreshorten,foreshorten,,level_1,
foresightedness,foresightedness,,level_1,
foresightfulness,foresightfulness,,level_1,
forestall,forestall,,level_1,
foreswear,foreswear,,level_1,
foretell,foretell,,level_1,
foretoken,foretoken,,level_1,
forfend,forfend,,level_1,
forge,forge,,level_1,
forger,forger,,level_1,
forgo,forgo,,level_1,
forgotten,forgotten,,level_1,
fork,fork,,level_1,
forking,forking,,level_1,
form,form,,level_1,
formal,formal,,level_1,
formalise,formalise,,level_1,
formalize,formalize,,level_1,
formation,formation,,level_1,
formless,formless,,level_1,
formulate,formulate,,level_1,
forsake,forsake,,level_1,
forswear,forswear,,level_1,
fort,fort,,level_1,
forthright,forthright,,level_1,
fortune,fortune,,level_1,
forward-looking,forward-looking,,level_1,
foul,foul,,level_1,
foul language,foul language,,level_1,
foul up,foul up,,level_1,
foul-smelling,foul-smelling,,level_1,
foul-up,foul-up,,level_1,
fox,fox,,level_1,
foxiness,foxiness,,level_1,
foxy,foxy,,level_1,
foyer,foyer,,level_1,
fracas,fracas,,level_1,
fractious,fractious,,level_1,
fragmental,fragmental,,level_1,
fragrance,fragrance,,level_1,
frail,frail,,level_1,
frame,frame,,level_1,
frangibility,frangibility,,level_1,
frangibleness,frangibleness,,level_1,
frank,frank,,level_1,
fraudulence,fraudulence,,level_1,
frazzle,frazzle,,level_1,
freakish,freakish,,level_1,
freaky,freaky,,level_1,
free,free,,level_1,
free-spoken,free-spoken,,level_1,
freedom fighter,freedom fighter,,level_1,
freeze off,freeze off,,level_1,
freight,freight,,level_1,
frenetic,frenetic,,level_1,
frenzied,frenzied,,level_1,
frenzy,frenzy,,level_1,
frequency distribution,frequency distribution,,level_1,
frequenter,frequenter,,level_1,
freshman,freshman,,level_1,
freshness,freshness,,level_1,
fret,fret,,level_1,
fretful,fretful,,level_1,
fretfulness,fretfulness,,level_1,
friar,friar,,level_1,
friend,friend,,level_1,
friendly,friendly,,level_1,
fright,fright,,level_1,
frighten away,frighten away,,level_1,
frighten off,frighten off,,level_1,
frightening,frightening,,level_1,
fringe benefit,fringe benefit,,level_1,
fringy,fringy,,level_1,
frisk,frisk,,level_1,
frolic,frolic,,level_1,
frolicky,frolicky,,level_1,
frontage,frontage,,level_1,
frontal,frontal,,level_1,
froward,froward,,level_1,
frugalness,frugalness,,level_1,
fruitfulness,fruitfulness,,level_1,
fruity,fruity,,level_1,
fuck up,fuck up,,level_1,
fuckup,fuckup,,level_1,
fuddle,fuddle,,level_1,
fudge,fudge,,level_1,
fugacious,fugacious,,level_1,
fulfil,fulfil,,level_1,
fulfill,fulfill,,level_1,
fulmination,fulmination,,level_1,
fumble,fumble,,level_1,
fumbler,fumbler,,level_1,
funk,funk,,level_1,
funky,funky,,level_1,
funny,funny,,level_1,
furbish up,furbish up,,level_1,
furious,furious,,level_1,
furiousness,furiousness,,level_1,
furor,furor,,level_1,
furore,furore,,level_1,
further,further,,level_1,
furtive,furtive,,level_1,
fury,fury,,level_1,
fussiness,fussiness,,level_1,
fussy,fussy,,level_1,
fustian,fustian,,level_1,
gabble,gabble,,level_1,
gabby,gabby,,level_1,
gag,gag,,level_1,
gain,gain,,level_1,
gainsay,gainsay,,level_1,
gala affair,gala affair,,level_1,
gallant,gallant,,level_1,
gallantry,gallantry,,level_1,
galvanise,galvanise,,level_1,
gamey,gamey,,level_1,
gamy,gamy,,level_1,
gaol,gaol,,level_1,
gap,gap,,level_1,
garb,garb,,level_1,
garble,garble,,level_1,
garboil,garboil,,level_1,
garish,garish,,level_1,
garner,garner,,level_1,
garnishee,garnishee,,level_1,
garrulity,garrulity,,level_1,
garrulousness,garrulousness,,level_1,
gas,gas,,level_1,
gasconade,gasconade,,level_1,
gastronome,gastronome,,level_1,
gaucherie,gaucherie,,level_1,
gaud,gaud,,level_1,
gauze-like,gauze-like,,level_1,
gauzy,gauzy,,level_1,
gawk,gawk,,level_1,
gawky,gawky,,level_1,
gawp,gawp,,level_1,
gay,gay,,level_1,
gazump,gazump,,level_1,
general anatomy,general anatomy,,level_1,
generalisation,generalisation,,level_1,
generalise,generalise,,level_1,
generalization,generalization,,level_1,
generalize,generalize,,level_1,
generate,generate,,level_1,
generation,generation,,level_1,
genetic,genetic,,level_1,
genial,genial,,level_1,
gentile,gentile,,level_1,
gentle,gentle,,level_1,
gentle wind,gentle wind,,level_1,
geographic expedition,geographic expedition,,level_1,
germinate,germinate,,level_1,
gestate,gestate,,level_1,
get,get,,level_1,
get around,get around,,level_1,
get at,get at,,level_1,
get away,get away,,level_1,
get by,get by,,level_1,
get down,get down,,level_1,
get over,get over,,level_1,
get rid of,get rid of,,level_1,
get the better of,get the better of,,level_1,
get the picture,get the picture,,level_1,
get to,get to,,level_1,
get together,get together,,level_1,
get used to,get used to,,level_1,
gewgaw,gewgaw,,level_1,
ghastly,ghastly,,level_1,
ghost,ghost,,level_1,
giant,giant,,level_1,
gibber,gibber,,level_1,
gibbosity,gibbosity,,level_1,
gibbousness,gibbousness,,level_1,
gibe,gibe,,level_1,
giddiness,giddiness,,level_1,
gift,gift,,level_1,
giggle,giggle,,level_1,
gilded,gilded,,level_1,
gimcrack,gimcrack,,level_1,
gipsy,gipsy,,level_1,
gist,gist,,level_1,
give,give,,level_1,
give away,give away,,level_1,
give comfort,give comfort,,level_1,
give in,give in,,level_1,
give notice,give notice,,level_1,
give off,give off,,level_1,
give up,give up,,level_1,
give vent,give vent,,level_1,
give way,give way,,level_1,
give-and-take,give-and-take,,level_1,
give-up the ghost,give-up the ghost,,level_1,
given,given,,level_1,
giving,giving,,level_1,
giving up,giving up,,level_1,
glaring,glaring,,level_1,
gleam,gleam,,level_1,
gleaming,gleaming,,level_1,
glean,glean,,level_1,
glee,glee,,level_1,
gleefulness,gleefulness,,level_1,
glide by,glide by,,level_1,
gloam,gloam,,level_1,
gloaming,gloaming,,level_1,
gloomy,gloomy,,level_1,
glorify,glorify,,level_1,
glorious,glorious,,level_1,
glower,glower,,level_1,
glowering,glowering,,level_1,
glowing,glowing,,level_1,
glum,glum,,level_1,
glut,glut,,level_1,
gnaw,gnaw,,level_1,
gnaw at,gnaw at,,level_1,
go,go,,level_1,
go against,go against,,level_1,
go along,go along,,level_1,
go around,go around,,level_1,
go away,go away,,level_1,
go back on,go back on,,level_1,
go by,go by,,level_1,
go down,go down,,level_1,
go off,go off,,level_1,
go on,go on,,level_1,
go through,go through,,level_1,
go up,go up,,level_1,
go with,go with,,level_1,
goalless,goalless,,level_1,
goblet,goblet,,level_1,
god,god,,level_1,
god-fearing,god-fearing,,level_1,
godlike,godlike,,level_1,
godly,godly,,level_1,
goggle,goggle,,level_1,
going,going,,level_1,
going away,going away,,level_1,
going- over,going- over,,level_1,
goldbrick,goldbrick,,level_1,
golden syrup,golden syrup,,level_1,
gonzo,gonzo,,level_1,
good,good,,level_1,
good deal,good deal,,level_1,
good example,good example,,level_1,
good for you,good for you,,level_1,
good fortune,good fortune,,level_1,
good luck,good luck,,level_1,
good-humored,good-humored,,level_1,
good-humoured,good-humoured,,level_1,
goon,goon,,level_1,
gormandise,gormandise,,level_1,
gormandize,gormandize,,level_1,
gospeler,gospeler,,level_1,
gospeller,gospeller,,level_1,
gossamer,gossamer,,level_1,
goth,Goth,,level_1,
gouger,gouger,,level_1,
gourmand,gourmand,,level_1,
gourmandize,gourmandize,,level_1,
gourmandizer,gourmandizer,,level_1,
government,government,,level_1,
grand,grand,,level_1,
grandiosity,grandiosity,,level_1,
grandness,grandness,,level_1,
grant,grant,,level_1,
graphic,graphic,,level_1,
grasp,grasp,,level_1,
graspable,graspable,,level_1,
gratifying,gratifying,,level_1,
grating,grating,,level_1,
grave,grave,,level_1,
gravel,gravel,,level_1,
gravelly,gravelly,,level_1,
gravitation,gravitation,,level_1,
gravitational attraction,gravitational attraction,,level_1,
gravitational force,gravitational force,,level_1,
gray,gray,,level_1,
gray-haired,gray-haired,,level_1,
gray-headed,gray-headed,,level_1,
grayish brown,grayish brown,,level_1,
great deal,great deal,,level_1,
greathearted,greathearted,,level_1,
greed,greed,,level_1,
greedy,greedy,,level_1,
green,green,,level_1,
grey,grey,,level_1,
grey-haired,grey-haired,,level_1,
grey-headed,grey-headed,,level_1,
greyback,greyback,,level_1,
greyish brown,greyish brown,,level_1,
grievance,grievance,,level_1,
grifter,grifter,,level_1,
grillroom,grillroom,,level_1,
grimness,grimness,,level_1,
grimy,grimy,,level_1,
grind,grind,,level_1,
grizzly,grizzly,,level_1,
grok,grok,,level_1,
gross,gross,,level_1,
grotesque,grotesque,,level_1,
ground,ground,,level_1,
groundbreaker,groundbreaker,,level_1,
grow,grow,,level_1,
growth,growth,,level_1,
grubby,grubby,,level_1,
grueling,grueling,,level_1,
gruelling,gruelling,,level_1,
gruesome,gruesome,,level_1,
grumble,grumble,,level_1,
grundyism,Grundyism,,level_1,
grungy,grungy,,level_1,
gruntle,gruntle,,level_1,
guarantee,guarantee,,level_1,
guess,guess,,level_1,
guide,guide,,level_1,
guile,guile,,level_1,
guileful,guileful,,level_1,
gull,gull,,level_1,
gulp,gulp,,level_1,
gummy,gummy,,level_1,
gun trigger,gun trigger,,level_1,
gush,gush,,level_1,
gushing,gushing,,level_1,
guy,guy,,level_1,
gypsy,gypsy,,level_1,
habilitate,habilitate,,level_1,
habitant,habitant,,level_1,
habituation,habituation,,level_1,
hackneyed,hackneyed,,level_1,
hail,hail,,level_1,
hale,hale,,level_1,
