word,display_form,part_of_speech,frequency_rank,source
crude,crude,adj,,sesamewords_leveled_list_with_mnemonics.csv
crusade,crusade,,,sesamewords_leveled_list_with_mnemonics.csv
crux,crux,n,,sesamewords_leveled_list_with_mnemonics.csv
crypt,crypt,n,,sesamewords_leveled_list_with_mnemonics.csv
cubicle,cubicle,n,,sesamewords_leveled_list_with_mnemonics.csv
culinary,culinary,adj,,sesamewords_leveled_list_with_mnemonics.csv
cull,cull,v,,sesamewords_leveled_list_with_mnemonics.csv
culpable,culpable,adj,,sesamewords_leveled_list_with_mnemonics.csv
cultivate,cultivate,v,,sesamewords_leveled_list_with_mnemonics.csv
culvert,culvert,n,,sesamewords_leveled_list_with_mnemonics.csv
cumbersome,cumbersome,adj,,sesamewords_leveled_list_with_mnemonics.csv
cupidity,cupidity,n,,sesamewords_leveled_list_with_mnemonics.csv
curator,curator,n,,sesamewords_leveled_list_with_mnemonics.csv
curiosity,curiosity,n,,sesamewords_leveled_list_with_mnemonics.csv
cursive,cursive,n,,sesamewords_leveled_list_with_mnemonics.csv
cursory,cursory,adj,,sesamewords_leveled_list_with_mnemonics.csv
curt,curt,adj,,sesamewords_leveled_list_with_mnemonics.csv
customary,customary,adj,,sesamewords_leveled_list_with_mnemonics.csv
customization,customization,,,sesamewords_leveled_list_with_mnemonics.csv
cynical,cynical,adj,,sesamewords_leveled_list_with_mnemonics.csv
cynicism,cynicism,,,sesamewords_leveled_list_with_mnemonics.csv
dabble,dabble,v,,sesamewords_leveled_list_with_mnemonics.csv
dainty,dainty,adj,,sesamewords_leveled_list_with_mnemonics.csv
dalliance,dalliance,n,,sesamewords_leveled_list_with_mnemonics.csv
dampen,dampen,v,,sesamewords_leveled_list_with_mnemonics.csv
dank,dank,adj,,sesamewords_leveled_list_with_mnemonics.csv
dapper,dapper,adj,,sesamewords_leveled_list_with_mnemonics.csv
dapple,dapple,,,sesamewords_leveled_list_with_mnemonics.csv
daredevil,daredevil,n,,sesamewords_leveled_list_with_mnemonics.csv
daub,daub,v,,sesamewords_leveled_list_with_mnemonics.csv
daunt,daunt,v,,sesamewords_leveled_list_with_mnemonics.csv
dawdle,dawdle,v,,sesamewords_leveled_list_with_mnemonics.csv
dazzle,dazzle,v,,sesamewords_leveled_list_with_mnemonics.csv
deadpan,deadpan,adv,,sesamewords_leveled_list_with_mnemonics.csv
deafen,deafen,v,,sesamewords_leveled_list_with_mnemonics.csv
debacle,debacle,n,,sesamewords_leveled_list_with_mnemonics.csv
debilitate,debilitate,v,,sesamewords_leveled_list_with_mnemonics.csv
debris,debris,n,,sesamewords_leveled_list_with_mnemonics.csv
debunk,debunk,v,,sesamewords_leveled_list_with_mnemonics.csv
decadence,decadence,n,,sesamewords_leveled_list_with_mnemonics.csv
decadent,decadent,adj,,sesamewords_leveled_list_with_mnemonics.csv
decease,decease,v,,sesamewords_leveled_list_with_mnemonics.csv
deceit,deceit,n,,sesamewords_leveled_list_with_mnemonics.csv
deceive,deceive,v,,sesamewords_leveled_list_with_mnemonics.csv
decelerate,decelerate,v,,sesamewords_leveled_list_with_mnemonics.csv
deceptive,deceptive,adj,,sesamewords_leveled_list_with_mnemonics.csv
decimation,decimation,n,,sesamewords_leveled_list_with_mnemonics.csv
decisive,decisive,,,sesamewords_leveled_list_with_mnemonics.csv
decode,decode,v,,sesamewords_leveled_list_with_mnemonics.csv
decorum,decorum,n,,sesamewords_leveled_list_with_mnemonics.csv
decoy,decoy,v,,sesamewords_leveled_list_with_mnemonics.csv
decree,decree,n,,sesamewords_leveled_list_with_mnemonics.csv
deducible,deducible,adj,,sesamewords_leveled_list_with_mnemonics.csv
deface,deface,v,,sesamewords_leveled_list_with_mnemonics.csv
defeatist,defeatist,n,,sesamewords_leveled_list_with_mnemonics.csv
deference,deference,n,,sesamewords_leveled_list_with_mnemonics.csv
deferential,deferential,adj,,sesamewords_leveled_list_with_mnemonics.csv
defiance,defiance,n,,sesamewords_leveled_list_with_mnemonics.csv
defiant,defiant,adj,,sesamewords_leveled_list_with_mnemonics.csv
defile,defile,v,,sesamewords_leveled_list_with_mnemonics.csv
definitive,definitive,adj,,sesamewords_leveled_list_with_mnemonics.csv
deflate,deflate,v,,sesamewords_leveled_list_with_mnemonics.csv
defray,defray,v,,sesamewords_leveled_list_with_mnemonics.csv
deft,deft,adj,,sesamewords_leveled_list_with_mnemonics.csv
defunct,defunct,adj,,sesamewords_leveled_list_with_mnemonics.csv
defuse,defuse,v,,sesamewords_leveled_list_with_mnemonics.csv
degenerate,degenerate,v,,sesamewords_leveled_list_with_mnemonics.csv
degeneration,degeneration,n,,sesamewords_leveled_list_with_mnemonics.csv
degradation,degradation,n,,sesamewords_leveled_list_with_mnemonics.csv
degrade,degrade,v,,sesamewords_leveled_list_with_mnemonics.csv
dehumanize,dehumanize,v,,sesamewords_leveled_list_with_mnemonics.csv
dehydrate,dehydrate,v,,sesamewords_leveled_list_with_mnemonics.csv
deify,deify,v,,sesamewords_leveled_list_with_mnemonics.csv
deign,deign,v,,sesamewords_leveled_list_with_mnemonics.csv
deity,deity,n,,sesamewords_leveled_list_with_mnemonics.csv
delectable,delectable,adj,,sesamewords_leveled_list_with_mnemonics.csv
deleterious,deleterious,adj,,sesamewords_leveled_list_with_mnemonics.csv
deliberate,deliberate,adj,,sesamewords_leveled_list_with_mnemonics.csv
delicacy,delicacy,n,,sesamewords_leveled_list_with_mnemonics.csv
delicate,delicate,adj,,sesamewords_leveled_list_with_mnemonics.csv
delimit,delimit,v,,sesamewords_leveled_list_with_mnemonics.csv
delirium,delirium,n,,sesamewords_leveled_list_with_mnemonics.csv
delusion,delusion,n,,sesamewords_leveled_list_with_mnemonics.csv
delve,delve,v,,sesamewords_leveled_list_with_mnemonics.csv
demagogue,demagogue,n,,sesamewords_leveled_list_with_mnemonics.csv
demean,demean,v,,sesamewords_leveled_list_with_mnemonics.csv
demeanor,demeanor,n,,sesamewords_leveled_list_with_mnemonics.csv
demise,demise,v,,sesamewords_leveled_list_with_mnemonics.csv
demolition,demolition,n,,sesamewords_leveled_list_with_mnemonics.csv
demonstrative,demonstrative,n,,sesamewords_leveled_list_with_mnemonics.csv
demur,demur,,,sesamewords_leveled_list_with_mnemonics.csv
demurral,demurral,,,sesamewords_leveled_list_with_mnemonics.csv
denizen,denizen,n,,sesamewords_leveled_list_with_mnemonics.csv
denounce,denounce,v,,sesamewords_leveled_list_with_mnemonics.csv
dense,dense,adj,,sesamewords_leveled_list_with_mnemonics.csv
denude,denude,v,,sesamewords_leveled_list_with_mnemonics.csv
denunciation,denunciation,n,,sesamewords_leveled_list_with_mnemonics.csv
depersonalize,depersonalize,v,,sesamewords_leveled_list_with_mnemonics.csv
deplete,deplete,v,,sesamewords_leveled_list_with_mnemonics.csv
depletion,depletion,n,,sesamewords_leveled_list_with_mnemonics.csv
depose,depose,v,,sesamewords_leveled_list_with_mnemonics.csv
deprave,deprave,v,,sesamewords_leveled_list_with_mnemonics.csv
depravity,depravity,n,,sesamewords_leveled_list_with_mnemonics.csv
deprecate,deprecate,v,,sesamewords_leveled_list_with_mnemonics.csv
depreciate,depreciate,v,,sesamewords_leveled_list_with_mnemonics.csv
depress,depress,v,,sesamewords_leveled_list_with_mnemonics.csv
deprive,deprive,v,,sesamewords_leveled_list_with_mnemonics.csv
derail,derail,v,,sesamewords_leveled_list_with_mnemonics.csv
derelict,derelict,n,,sesamewords_leveled_list_with_mnemonics.csv
deride,deride,v,,sesamewords_leveled_list_with_mnemonics.csv
derogatory,derogatory,adj,,sesamewords_leveled_list_with_mnemonics.csv
descriptive,descriptive,adj,,sesamewords_leveled_list_with_mnemonics.csv
descry,descry,,,sesamewords_leveled_list_with_mnemonics.csv
desecrate,desecrate,v,,sesamewords_leveled_list_with_mnemonics.csv
desecration,desecration,n,,sesamewords_leveled_list_with_mnemonics.csv
desirable,desirable,adj,,sesamewords_leveled_list_with_mnemonics.csv
desist,desist,v,,sesamewords_leveled_list_with_mnemonics.csv
despair,despair,n,,sesamewords_leveled_list_with_mnemonics.csv
despicable,despicable,adj,,sesamewords_leveled_list_with_mnemonics.csv
despise,despise,v,,sesamewords_leveled_list_with_mnemonics.csv
despondent,despondent,adj,,sesamewords_leveled_list_with_mnemonics.csv
destructive,destructive,adj,,sesamewords_leveled_list_with_mnemonics.csv
desultory,desultory,adj,,sesamewords_leveled_list_with_mnemonics.csv
detach,detach,v,,sesamewords_leveled_list_with_mnemonics.csv
detachment,detachment,n,,sesamewords_leveled_list_with_mnemonics.csv
detain,detain,v,,sesamewords_leveled_list_with_mnemonics.csv
deteriorate,deteriorate,v,,sesamewords_leveled_list_with_mnemonics.csv
determinant,determinant,n,,sesamewords_leveled_list_with_mnemonics.csv
deterrent,deterrent,n,,sesamewords_leveled_list_with_mnemonics.csv
detest,detest,v,,sesamewords_leveled_list_with_mnemonics.csv
detractor,detractor,n,,sesamewords_leveled_list_with_mnemonics.csv
detriment,detriment,n,,sesamewords_leveled_list_with_mnemonics.csv
detrimental,detrimental,adj,,sesamewords_leveled_list_with_mnemonics.csv
devastate,devastate,v,,sesamewords_leveled_list_with_mnemonics.csv
devious,devious,adj,,sesamewords_leveled_list_with_mnemonics.csv
devise,devise,v,,sesamewords_leveled_list_with_mnemonics.csv
devoid,devoid,adj,,sesamewords_leveled_list_with_mnemonics.csv
devotee,devotee,n,,sesamewords_leveled_list_with_mnemonics.csv
devotion,devotion,n,,sesamewords_leveled_list_with_mnemonics.csv
devout,devout,adj,,sesamewords_leveled_list_with_mnemonics.csv
dialect,dialect,n,,sesamewords_leveled_list_with_mnemonics.csv
dialectical,dialectical,adj,,sesamewords_leveled_list_with_mnemonics.csv
diaphanous,diaphanous,adj,,sesamewords_leveled_list_with_mnemonics.csv
diatribe,diatribe,n,,sesamewords_leveled_list_with_mnemonics.csv
dichotomy,dichotomy,n,,sesamewords_leveled_list_with_mnemonics.csv
dictator,dictator,n,,sesamewords_leveled_list_with_mnemonics.csv
dictum,dictum,n,,sesamewords_leveled_list_with_mnemonics.csv
didactic,didactic,adj,,sesamewords_leveled_list_with_mnemonics.csv
diffidence,diffidence,n,,sesamewords_leveled_list_with_mnemonics.csv
digestible,digestible,adj,,sesamewords_leveled_list_with_mnemonics.csv
dignitary,dignitary,n,,sesamewords_leveled_list_with_mnemonics.csv
digress,digress,v,,sesamewords_leveled_list_with_mnemonics.csv
digression,digression,n,,sesamewords_leveled_list_with_mnemonics.csv
dilapidated,dilapidated,adj,,sesamewords_leveled_list_with_mnemonics.csv
dilate,dilate,v,,sesamewords_leveled_list_with_mnemonics.csv
dilatory,dilatory,adj,,sesamewords_leveled_list_with_mnemonics.csv
dilemma,dilemma,n,,sesamewords_leveled_list_with_mnemonics.csv
dilettante,dilettante,n,,sesamewords_leveled_list_with_mnemonics.csv
diligence,diligence,n,,sesamewords_leveled_list_with_mnemonics.csv
diligent,diligent,adj,,sesamewords_leveled_list_with_mnemonics.csv
dilute,dilute,v,,sesamewords_leveled_list_with_mnemonics.csv
diminish,diminish,v,,sesamewords_leveled_list_with_mnemonics.csv
diminution,diminution,n,,sesamewords_leveled_list_with_mnemonics.csv
diminutive,diminutive,adj,,sesamewords_leveled_list_with_mnemonics.csv
dinghy,dinghy,n,,sesamewords_leveled_list_with_mnemonics.csv
dint,dint,n,,sesamewords_leveled_list_with_mnemonics.csv
diorama,diorama,n,,sesamewords_leveled_list_with_mnemonics.csv
diplomatic,diplomatic,adj,,sesamewords_leveled_list_with_mnemonics.csv
dire,dire,adj,,sesamewords_leveled_list_with_mnemonics.csv
dirge,dirge,n,,sesamewords_leveled_list_with_mnemonics.csv
disabuse,disabuse,v,,sesamewords_leveled_list_with_mnemonics.csv
disagreeable,disagreeable,adj,,sesamewords_leveled_list_with_mnemonics.csv
disarm,disarm,v,,sesamewords_leveled_list_with_mnemonics.csv
disarray,disarray,n,,sesamewords_leveled_list_with_mnemonics.csv
disavow,disavow,v,,sesamewords_leveled_list_with_mnemonics.csv
disavowal,disavowal,n,,sesamewords_leveled_list_with_mnemonics.csv
disband,disband,v,,sesamewords_leveled_list_with_mnemonics.csv
discard,discard,v,,sesamewords_leveled_list_with_mnemonics.csv
discern,discern,v,,sesamewords_leveled_list_with_mnemonics.csv
discernment,discernment,n,,sesamewords_leveled_list_with_mnemonics.csv
disciple,disciple,n,,sesamewords_leveled_list_with_mnemonics.csv
disclaim,disclaim,v,,sesamewords_leveled_list_with_mnemonics.csv
discomfit,discomfit,v,,sesamewords_leveled_list_with_mnemonics.csv
discomfort,discomfort,n,,sesamewords_leveled_list_with_mnemonics.csv
disconcert,disconcert,v,,sesamewords_leveled_list_with_mnemonics.csv
discontent,discontent,n,,sesamewords_leveled_list_with_mnemonics.csv
discontinuance,discontinuance,n,,sesamewords_leveled_list_with_mnemonics.csv
discontinuity,discontinuity,n,,sesamewords_leveled_list_with_mnemonics.csv
discord,discord,v,,sesamewords_leveled_list_with_mnemonics.csv
discordant,discordant,adj,,sesamewords_leveled_list_with_mnemonics.csv
discourage,discourage,v,,sesamewords_leveled_list_with_mnemonics.csv
discourteous,discourteous,adj,,sesamewords_leveled_list_with_mnemonics.csv
discredit,discredit,v,,sesamewords_leveled_list_with_mnemonics.csv
discreet,discreet,adj,,sesamewords_leveled_list_with_mnemonics.csv
discrepancy,discrepancy,n,,sesamewords_leveled_list_with_mnemonics.csv
discrete,discrete,adj,,sesamewords_leveled_list_with_mnemonics.csv
discriminate,discriminate,v,,sesamewords_leveled_list_with_mnemonics.csv
discursive,discursive,adj,,sesamewords_leveled_list_with_mnemonics.csv
disembark,disembark,v,,sesamewords_leveled_list_with_mnemonics.csv
disenfranchise,disenfranchise,v,,sesamewords_leveled_list_with_mnemonics.csv
disgrace,disgrace,v,,sesamewords_leveled_list_with_mnemonics.csv
disgruntle,disgruntle,,,sesamewords_leveled_list_with_mnemonics.csv
disguise,disguise,n,,sesamewords_leveled_list_with_mnemonics.csv
dishearten,dishearten,v,,sesamewords_leveled_list_with_mnemonics.csv
dishevel,dishevel,,,sesamewords_leveled_list_with_mnemonics.csv
disillusion,disillusion,v,,sesamewords_leveled_list_with_mnemonics.csv
disinclination,disinclination,n,,sesamewords_leveled_list_with_mnemonics.csv
disincline,disincline,,,sesamewords_leveled_list_with_mnemonics.csv
disingenuous,disingenuous,adj,,sesamewords_leveled_list_with_mnemonics.csv
disintegrate,disintegrate,v,,sesamewords_leveled_list_with_mnemonics.csv
disinterest,disinterest,n,,sesamewords_leveled_list_with_mnemonics.csv
disjoint,disjoint,,,sesamewords_leveled_list_with_mnemonics.csv
disjunction,disjunction,,,sesamewords_leveled_list_with_mnemonics.csv
dislike,dislike,v,,sesamewords_leveled_list_with_mnemonics.csv
dismal,dismal,adj,,sesamewords_leveled_list_with_mnemonics.csv
dismantle,dismantle,v,,sesamewords_leveled_list_with_mnemonics.csv
dismissive,dismissive,adj,,sesamewords_leveled_list_with_mnemonics.csv
disparage,disparage,v,,sesamewords_leveled_list_with_mnemonics.csv
disparate,disparate,adj,,sesamewords_leveled_list_with_mnemonics.csv
disparity,disparity,n,,sesamewords_leveled_list_with_mnemonics.csv
dispassionate,dispassionate,adj,,sesamewords_leveled_list_with_mnemonics.csv
dispel,dispel,v,,sesamewords_leveled_list_with_mnemonics.csv
dispense,dispense,,,sesamewords_leveled_list_with_mnemonics.csv
displace,displace,v,,sesamewords_leveled_list_with_mnemonics.csv
disposable,disposable,n,,sesamewords_leveled_list_with_mnemonics.csv
disposition,disposition,n,,sesamewords_leveled_list_with_mnemonics.csv
disprove,disprove,v,,sesamewords_leveled_list_with_mnemonics.csv
disrepute,disrepute,n,,sesamewords_leveled_list_with_mnemonics.csv
dissatisfy,dissatisfy,,,sesamewords_leveled_list_with_mnemonics.csv
disseminate,disseminate,v,,sesamewords_leveled_list_with_mnemonics.csv
dissemination,dissemination,n,,sesamewords_leveled_list_with_mnemonics.csv
dissent,dissent,v,,sesamewords_leveled_list_with_mnemonics.csv
dissertation,dissertation,n,,sesamewords_leveled_list_with_mnemonics.csv
dissident,dissident,n,,sesamewords_leveled_list_with_mnemonics.csv
dissipate,dissipate,v,,sesamewords_leveled_list_with_mnemonics.csv
dissolution,dissolution,n,,sesamewords_leveled_list_with_mnemonics.csv
dissolve,dissolve,v,,sesamewords_leveled_list_with_mnemonics.csv
dissonance,dissonance,n,,sesamewords_leveled_list_with_mnemonics.csv
dissuade,dissuade,v,,sesamewords_leveled_list_with_mnemonics.csv
distant,distant,adj,,sesamewords_leveled_list_with_mnemonics.csv
distillation,distillation,,,sesamewords_leveled_list_with_mnemonics.csv
distinctive,distinctive,adj,,sesamewords_leveled_list_with_mnemonics.csv
distortion,distortion,n,,sesamewords_leveled_list_with_mnemonics.csv
distract,distract,v,,sesamewords_leveled_list_with_mnemonics.csv
distraught,distraught,adj,,sesamewords_leveled_list_with_mnemonics.csv
distress,distress,n,,sesamewords_leveled_list_with_mnemonics.csv
distrust,distrust,v,,sesamewords_leveled_list_with_mnemonics.csv
dither,dither,v,,sesamewords_leveled_list_with_mnemonics.csv
diurnal,diurnal,adj,,sesamewords_leveled_list_with_mnemonics.csv
diva,diva,n,,sesamewords_leveled_list_with_mnemonics.csv
diverge,diverge,v,,sesamewords_leveled_list_with_mnemonics.csv
divergent,divergent,adj,,sesamewords_leveled_list_with_mnemonics.csv
diversify,diversify,v,,sesamewords_leveled_list_with_mnemonics.csv
diversion,diversion,n,,sesamewords_leveled_list_with_mnemonics.csv
divisive,divisive,adj,,sesamewords_leveled_list_with_mnemonics.csv
docile,docile,adj,,sesamewords_leveled_list_with_mnemonics.csv
doctrinaire,doctrinaire,adj,,sesamewords_leveled_list_with_mnemonics.csv
doff,doff,v,,sesamewords_leveled_list_with_mnemonics.csv
dogged,dogged,,,sesamewords_leveled_list_with_mnemonics.csv
dogmatic,dogmatic,adj,,sesamewords_leveled_list_with_mnemonics.csv
dogmatist,dogmatist,n,,sesamewords_leveled_list_with_mnemonics.csv
dole,dole,n,,sesamewords_leveled_list_with_mnemonics.csv
dolt,dolt,n,,sesamewords_leveled_list_with_mnemonics.csv
domesticate,domesticate,v,,sesamewords_leveled_list_with_mnemonics.csv
domination,domination,n,,sesamewords_leveled_list_with_mnemonics.csv
dormant,dormant,adj,,sesamewords_leveled_list_with_mnemonics.csv
dormer,dormer,n,,sesamewords_leveled_list_with_mnemonics.csv
dosage,dosage,n,,sesamewords_leveled_list_with_mnemonics.csv
dossier,dossier,n,,sesamewords_leveled_list_with_mnemonics.csv
dote,dote,v,,sesamewords_leveled_list_with_mnemonics.csv
douse,douse,v,,sesamewords_leveled_list_with_mnemonics.csv
dovetail,dovetail,v,,sesamewords_leveled_list_with_mnemonics.csv
dowager,dowager,,,sesamewords_leveled_list_with_mnemonics.csv
dowdy,dowdy,n,,sesamewords_leveled_list_with_mnemonics.csv
downcast,downcast,adj,,sesamewords_leveled_list_with_mnemonics.csv
downplay,downplay,v,,sesamewords_leveled_list_with_mnemonics.csv
downtrodden,downtrodden,adj,,sesamewords_leveled_list_with_mnemonics.csv
draconian,draconian,adj,,sesamewords_leveled_list_with_mnemonics.csv
drastic,drastic,adj,,sesamewords_leveled_list_with_mnemonics.csv
dregs,dregs,n,,sesamewords_leveled_list_with_mnemonics.csv
drench,drench,v,,sesamewords_leveled_list_with_mnemonics.csv
drivel,drivel,v,,sesamewords_leveled_list_with_mnemonics.csv
droll,droll,adj,,sesamewords_leveled_list_with_mnemonics.csv
drone,drone,n,,sesamewords_leveled_list_with_mnemonics.csv
drought,drought,n,,sesamewords_leveled_list_with_mnemonics.csv
dubious,dubious,adj,,sesamewords_leveled_list_with_mnemonics.csv
ductile,ductile,adj,,sesamewords_leveled_list_with_mnemonics.csv
dulcet,dulcet,adj,,sesamewords_leveled_list_with_mnemonics.csv
dupe,dupe,v,,sesamewords_leveled_list_with_mnemonics.csv
duplicitous,duplicitous,adj,,sesamewords_leveled_list_with_mnemonics.csv
duplicity,duplicity,n,,sesamewords_leveled_list_with_mnemonics.csv
duress,duress,n,,sesamewords_leveled_list_with_mnemonics.csv
dusk,dusk,n,,sesamewords_leveled_list_with_mnemonics.csv
dynasty,dynasty,n,,sesamewords_leveled_list_with_mnemonics.csv
dysfunctional,dysfunctional,adj,,sesamewords_leveled_list_with_mnemonics.csv
eager,eager,adj,,sesamewords_leveled_list_with_mnemonics.csv
earnest,earnest,adj,,sesamewords_leveled_list_with_mnemonics.csv
earthy,earthy,adj,,sesamewords_leveled_list_with_mnemonics.csv
ebb,ebb,v,,sesamewords_leveled_list_with_mnemonics.csv
eccentric,eccentric,adj,,sesamewords_leveled_list_with_mnemonics.csv
eccentricity,eccentricity,n,,sesamewords_leveled_list_with_mnemonics.csv
eclectic,eclectic,adj,,sesamewords_leveled_list_with_mnemonics.csv
ecstasy,ecstasy,n,,sesamewords_leveled_list_with_mnemonics.csv
eddy,eddy,v,,sesamewords_leveled_list_with_mnemonics.csv
edible,edible,n,,sesamewords_leveled_list_with_mnemonics.csv
eerie,eerie,adj,,sesamewords_leveled_list_with_mnemonics.csv
efface,efface,v,,sesamewords_leveled_list_with_mnemonics.csv
effervescence,effervescence,n,,sesamewords_leveled_list_with_mnemonics.csv
efficacious,efficacious,adj,,sesamewords_leveled_list_with_mnemonics.csv
efficacy,efficacy,n,,sesamewords_leveled_list_with_mnemonics.csv
effigy,effigy,n,,sesamewords_leveled_list_with_mnemonics.csv
effrontery,effrontery,n,,sesamewords_leveled_list_with_mnemonics.csv
effusion,effusion,n,,sesamewords_leveled_list_with_mnemonics.csv
effusive,effusive,adj,,sesamewords_leveled_list_with_mnemonics.csv
egalitarian,egalitarian,n,,sesamewords_leveled_list_with_mnemonics.csv
egocentric,egocentric,n,,sesamewords_leveled_list_with_mnemonics.csv
egoism,egoism,,,sesamewords_leveled_list_with_mnemonics.csv
egotism,egotism,n,,sesamewords_leveled_list_with_mnemonics.csv
egotist,egotist,n,,sesamewords_leveled_list_with_mnemonics.csv
egregious,egregious,adj,,sesamewords_leveled_list_with_mnemonics.csv
egress,egress,,,sesamewords_leveled_list_with_mnemonics.csv
elaboration,elaboration,n,,sesamewords_leveled_list_with_mnemonics.csv
elapse,elapse,v,,sesamewords_leveled_list_with_mnemonics.csv
elate,elate,,,sesamewords_leveled_list_with_mnemonics.csv
elation,elation,n,,sesamewords_leveled_list_with_mnemonics.csv
electrify,electrify,v,,sesamewords_leveled_list_with_mnemonics.csv
elegance,elegance,n,,sesamewords_leveled_list_with_mnemonics.csv
elegy,elegy,n,,sesamewords_leveled_list_with_mnemonics.csv
elevate,elevate,v,,sesamewords_leveled_list_with_mnemonics.csv
elitist,elitist,n,,sesamewords_leveled_list_with_mnemonics.csv
elixir,elixir,n,,sesamewords_leveled_list_with_mnemonics.csv
elliptical,elliptical,adj,,sesamewords_leveled_list_with_mnemonics.csv
elongate,elongate,v,,sesamewords_leveled_list_with_mnemonics.csv
eloquent,eloquent,adj,,sesamewords_leveled_list_with_mnemonics.csv
emaciate,emaciate,,,sesamewords_leveled_list_with_mnemonics.csv
emanate,emanate,v,,sesamewords_leveled_list_with_mnemonics.csv
embargo,embargo,n,,sesamewords_leveled_list_with_mnemonics.csv
embarrass,embarrass,v,,sesamewords_leveled_list_with_mnemonics.csv
embarrassment,embarrassment,n,,sesamewords_leveled_list_with_mnemonics.csv
embellishment,embellishment,n,,sesamewords_leveled_list_with_mnemonics.csv
embezzle,embezzle,v,,sesamewords_leveled_list_with_mnemonics.csv
embitter,embitter,v,,sesamewords_leveled_list_with_mnemonics.csv
emblem,emblem,,,sesamewords_leveled_list_with_mnemonics.csv
embodiment,embodiment,n,,sesamewords_leveled_list_with_mnemonics.csv
embody,embody,v,,sesamewords_leveled_list_with_mnemonics.csv
embroil,embroil,v,,sesamewords_leveled_list_with_mnemonics.csv
emend,emend,v,,sesamewords_leveled_list_with_mnemonics.csv
emigrate,emigrate,v,,sesamewords_leveled_list_with_mnemonics.csv
eminent,eminent,adj,,sesamewords_leveled_list_with_mnemonics.csv
emit,emit,v,,sesamewords_leveled_list_with_mnemonics.csv
empathetic,empathetic,adj,,sesamewords_leveled_list_with_mnemonics.csv
empathy,empathy,n,,sesamewords_leveled_list_with_mnemonics.csv
empirical,empirical,adj,,sesamewords_leveled_list_with_mnemonics.csv
emulate,emulate,v,,sesamewords_leveled_list_with_mnemonics.csv
enclave,enclave,n,,sesamewords_leveled_list_with_mnemonics.csv
encore,encore,v,,sesamewords_leveled_list_with_mnemonics.csv
encroach,encroach,v,,sesamewords_leveled_list_with_mnemonics.csv
encroachment,encroachment,n,,sesamewords_leveled_list_with_mnemonics.csv
encrusted,encrusted,,,sesamewords_leveled_list_with_mnemonics.csv
endow,endow,v,,sesamewords_leveled_list_with_mnemonics.csv
energize,energize,v,,sesamewords_leveled_list_with_mnemonics.csv
enfranchise,enfranchise,v,,sesamewords_leveled_list_with_mnemonics.csv
engross,engross,v,,sesamewords_leveled_list_with_mnemonics.csv
enigmatic,enigmatic,adj,,sesamewords_leveled_list_with_mnemonics.csv
enjoyable,enjoyable,adj,,sesamewords_leveled_list_with_mnemonics.csv
enlighten,enlighten,v,,sesamewords_leveled_list_with_mnemonics.csv
enmesh,enmesh,v,,sesamewords_leveled_list_with_mnemonics.csv
enormity,enormity,n,,sesamewords_leveled_list_with_mnemonics.csv
enrage,enrage,v,,sesamewords_leveled_list_with_mnemonics.csv
enrich,enrich,v,,sesamewords_leveled_list_with_mnemonics.csv
ensue,ensue,v,,sesamewords_leveled_list_with_mnemonics.csv
entail,entail,v,,sesamewords_leveled_list_with_mnemonics.csv
entangle,entangle,v,,sesamewords_leveled_list_with_mnemonics.csv
enterprising,enterprising,adj,,sesamewords_leveled_list_with_mnemonics.csv
enthrall,enthrall,v,,sesamewords_leveled_list_with_mnemonics.csv
enthusiasm,enthusiasm,n,,sesamewords_leveled_list_with_mnemonics.csv
enthusiastic,enthusiastic,adj,,sesamewords_leveled_list_with_mnemonics.csv
entomology,entomology,n,,sesamewords_leveled_list_with_mnemonics.csv
entourage,entourage,n,,sesamewords_leveled_list_with_mnemonics.csv
entrench,entrench,v,,sesamewords_leveled_list_with_mnemonics.csv
entrust,entrust,v,,sesamewords_leveled_list_with_mnemonics.csv
enumerate,enumerate,v,,sesamewords_leveled_list_with_mnemonics.csv
enumeration,enumeration,,,sesamewords_leveled_list_with_mnemonics.csv
enunciate,enunciate,v,,sesamewords_leveled_list_with_mnemonics.csv
envelop,envelop,v,,sesamewords_leveled_list_with_mnemonics.csv
envy,envy,v,,sesamewords_leveled_list_with_mnemonics.csv
eon,eon,n,,sesamewords_leveled_list_with_mnemonics.csv
ephemeral,ephemeral,adj,,sesamewords_leveled_list_with_mnemonics.csv
epidemic,epidemic,,,sesamewords_leveled_list_with_mnemonics.csv
epigram,epigram,n,,sesamewords_leveled_list_with_mnemonics.csv
epilogue,epilogue,n,,sesamewords_leveled_list_with_mnemonics.csv
epitaph,epitaph,n,,sesamewords_leveled_list_with_mnemonics.csv
epithet,epithet,n,,sesamewords_leveled_list_with_mnemonics.csv
epitomize,epitomize,,,sesamewords_leveled_list_with_mnemonics.csv
equable,equable,adj,,sesamewords_leveled_list_with_mnemonics.csv
equate,equate,v,,sesamewords_leveled_list_with_mnemonics.csv
equine,equine,,,sesamewords_leveled_list_with_mnemonics.csv
equinox,equinox,n,,sesamewords_leveled_list_with_mnemonics.csv
equitable,equitable,adj,,sesamewords_leveled_list_with_mnemonics.csv
equivalence,equivalence,n,,sesamewords_leveled_list_with_mnemonics.csv
equivocate,equivocate,v,,sesamewords_leveled_list_with_mnemonics.csv
equivocation,equivocation,n,,sesamewords_leveled_list_with_mnemonics.csv
eradicate,eradicate,v,,sesamewords_leveled_list_with_mnemonics.csv
