word,display_form,part_of_speech,difficulty,frequency_rank
cosmic,cosmic,adj,SAT,
cosmopolitan,cosmopolitan,n,SAT,
cosmos,cosmos,n,SAT,
coterminous,coterminous,adj,SAT,
countenance,countenance,n,SAT,
counterfeit,counterfeit,v,SAT,
counterfeiter,counterfeiter,n,SAT,
counterpart,counterpart,n,SAT,
counterpoint,counterpoint,n,SAT,
counterproductive,counterproductive,adj,SAT,
coup,coup,n,SAT,
courier,courier,n,hard,
courteous,courteous,adj,SAT,
covenant,covenant,v,SAT,
covert,covert,n,SAT,
covet,covet,v,SAT,
covetous,covetous,adj,SAT,
cowardice,cowardice,n,SAT,
cower,cower,v,SAT,
coy,coy,adj,SAT,
crab,crab,n,SAT,
crafty,crafty,adj,SAT,
crass,crass,adj,SAT,
crave,crave,v,SAT,
craven,craven,adj,SAT,
crease,crease,v,SAT,
credence,credence,n,SAT,
credible,credible,adj,hard,
credulity,credulity,n,SAT,
credulous,credulous,adj,SAT,
creed,creed,n,SAT,
crest,crest,n,hard,
crevice,crevice,n,SAT,
criminality,criminality,n,SAT,
crisis,crisis,n,hard,
critic,critic,n,hard,
criticism,criticism,n,hard,
criticize,criticize,v,SAT,
crony,crony,n,SAT,
crossbreed,crossbreed,v,SAT,
crossfire,crossfire,n,SAT,
crucial,crucial,adj,hard,
crude,crude,adj,SAT,
crusade,crusade,,SAT,
crux,crux,n,SAT,
crypt,crypt,n,SAT,
cubicle,cubicle,n,SAT,
cue,cue,v,hard,
cuisine,cuisine,n,hard,
culinary,culinary,adj,SAT,
cull,cull,v,SAT,
culpable,culpable,adj,SAT,
cultivate,cultivate,v,SAT,
culvert,culvert,n,SAT,
cumbersome,cumbersome,adj,SAT,
cumulative,cumulative,adj,hard,
cupidity,cupidity,n,SAT,
curator,curator,n,SAT,
cure,cure,v,hard,
curiosity,curiosity,n,SAT,
curious,curious,adj,hard,
cursive,cursive,n,SAT,
cursory,cursory,adj,SAT,
curt,curt,adj,SAT,
custody,custody,n,hard,
customary,customary,adj,SAT,
customization,customization,,SAT,
cynical,cynical,adj,SAT,
cynicism,cynicism,,SAT,
dabble,dabble,v,SAT,
dainty,dainty,adj,SAT,
dalliance,dalliance,n,SAT,
dampen,dampen,v,SAT,
dangerous,dangerous,adj,hard,
dank,dank,adj,SAT,
dapper,dapper,adj,SAT,
dapple,dapple,,SAT,
daredevil,daredevil,n,SAT,
daub,daub,v,SAT,
daunt,daunt,v,SAT,
dawdle,dawdle,v,SAT,
dazzle,dazzle,v,SAT,
deadpan,deadpan,adv,SAT,
deafen,deafen,v,SAT,
debacle,debacle,n,SAT,
debilitate,debilitate,v,SAT,
debris,debris,n,SAT,
debunk,debunk,v,SAT,
debut,debut,n,hard,
decade,decade,n,hard,
decadence,decadence,n,SAT,
decadent,decadent,adj,SAT,
decease,decease,v,SAT,
deceit,deceit,n,SAT,
deceive,deceive,v,SAT,
decelerate,decelerate,v,SAT,
deceptive,deceptive,adj,SAT,
decimation,decimation,n,SAT,
decisive,decisive,,SAT,
declaration,declaration,n,hard,
decline,decline,v,hard,
decode,decode,v,SAT,
decorative,decorative,adj,hard,
decorum,decorum,n,SAT,
decoy,decoy,v,SAT,
decree,decree,n,SAT,
deducible,deducible,adj,SAT,
deface,deface,v,SAT,
defeatist,defeatist,n,SAT,
defect,defect,n,hard,
defend,defend,v,hard,
defer,defer,v,hard,
deference,deference,n,SAT,
deferential,deferential,adj,SAT,
defiance,defiance,n,SAT,
defiant,defiant,adj,SAT,
deficit,deficit,n,hard,
defile,defile,v,SAT,
definite,definite,adj,hard,
definitive,definitive,adj,SAT,
deflate,deflate,v,SAT,
defray,defray,v,SAT,
deft,deft,adj,SAT,
defunct,defunct,adj,SAT,
defuse,defuse,v,SAT,
degenerate,degenerate,v,SAT,
degeneration,degeneration,n,SAT,
degradation,degradation,n,SAT,
degrade,degrade,v,SAT,
dehumanize,dehumanize,v,SAT,
dehydrate,dehydrate,v,SAT,
deify,deify,v,SAT,
deign,deign,v,SAT,
deity,deity,n,SAT,
delectable,delectable,adj,SAT,
delegate,delegate,v,hard,
deleterious,deleterious,adj,SAT,
deliberate,deliberate,adj,SAT,
delicacy,delicacy,n,SAT,
delicate,delicate,adj,SAT,
delimit,delimit,v,SAT,
delirium,delirium,n,SAT,
delusion,delusion,n,SAT,
delve,delve,v,SAT,
demagogue,demagogue,n,SAT,
demean,demean,v,SAT,
demeanor,demeanor,n,SAT,
demise,demise,v,SAT,
demographic,demographic,n,hard,
demolition,demolition,n,SAT,
demonstration,demonstration,n,hard,
demonstrative,demonstrative,n,SAT,
demur,demur,,SAT,
demurral,demurral,,SAT,
denial,denial,n,hard,
denizen,denizen,n,SAT,
denote,denote,v,hard,
denounce,denounce,v,SAT,
dense,dense,adj,SAT,
density,density,n,hard,
denude,denude,v,SAT,
denunciation,denunciation,n,SAT,
deny,deny,v,hard,
depart,depart,v,hard,
departure,departure,n,hard,
dependent,dependent,adj,hard,
depersonalize,depersonalize,v,SAT,
depict,depict,v,hard,
deplete,deplete,v,SAT,
depletion,depletion,n,SAT,
deploy,deploy,v,hard,
depose,depose,v,SAT,
deprave,deprave,v,SAT,
depravity,depravity,n,SAT,
deprecate,deprecate,v,SAT,
depreciate,depreciate,v,SAT,
depress,depress,v,SAT,
deprive,deprive,v,SAT,
derail,derail,v,SAT,
derelict,derelict,n,SAT,
deride,deride,v,SAT,
derivative,derivative,n,hard,
derive,derive,v,hard,
derogatory,derogatory,adj,SAT,
descend,descend,v,hard,
descriptive,descriptive,adj,SAT,
descry,descry,,SAT,
desecrate,desecrate,v,SAT,
desecration,desecration,n,SAT,
desert,desert,v,hard,
deserve,deserve,v,hard,
desirable,desirable,adj,SAT,
desist,desist,v,SAT,
despair,despair,n,SAT,
desperate,desperate,adj,hard,
despicable,despicable,adj,SAT,
despise,despise,v,SAT,
despondent,despondent,adj,SAT,
destroy,destroy,v,hard,
destruction,destruction,n,hard,
destructive,destructive,adj,SAT,
desultory,desultory,adj,SAT,
detach,detach,v,SAT,
detachment,detachment,n,SAT,
detain,detain,v,SAT,
detect,detect,v,hard,
deteriorate,deteriorate,v,SAT,
determinant,determinant,n,SAT,
determination,determination,n,hard,
deterrent,deterrent,n,SAT,
detest,detest,v,SAT,
detractor,detractor,n,SAT,
detriment,detriment,n,SAT,
detrimental,detrimental,adj,SAT,
devastate,devastate,v,SAT,
deviation,deviation,n,hard,
devious,devious,adj,SAT,
devise,devise,v,SAT,
devoid,devoid,adj,SAT,
devote,devote,v,hard,
devotee,devotee,n,SAT,
devotion,devotion,n,SAT,
devout,devout,adj,SAT,
diagnosis,diagnosis,n,hard,
dialect,dialect,n,SAT,
dialectical,dialectical,adj,SAT,
dialogue,dialogue,n,hard,
diaphanous,diaphanous,adj,SAT,
diatribe,diatribe,n,SAT,
dichotomy,dichotomy,n,SAT,
dictator,dictator,n,SAT,
dictum,dictum,n,SAT,
didactic,didactic,adj,SAT,
differ,differ,v,hard,
difficulty,difficulty,n,hard,
diffidence,diffidence,n,SAT,
digest,digest,v,hard,
digestible,digestible,adj,SAT,
dignitary,dignitary,n,SAT,
digress,digress,v,SAT,
digression,digression,n,SAT,
dilapidated,dilapidated,adj,SAT,
dilate,dilate,v,SAT,
dilatory,dilatory,adj,SAT,
dilemma,dilemma,n,SAT,
dilettante,dilettante,n,SAT,
diligence,diligence,n,SAT,
diligent,diligent,adj,SAT,
dilute,dilute,v,SAT,
diminish,diminish,v,SAT,
diminution,diminution,n,SAT,
diminutive,diminutive,adj,SAT,
dinghy,dinghy,n,SAT,
dint,dint,n,SAT,
diorama,diorama,n,SAT,
diplomatic,diplomatic,adj,SAT,
dire,dire,adj,SAT,
dirge,dirge,n,SAT,
disabuse,disabuse,v,SAT,
disadvantage,disadvantage,n,hard,
disagreeable,disagreeable,adj,SAT,
disappear,disappear,v,hard,
disappoint,disappoint,v,hard,
disarm,disarm,v,SAT,
disarray,disarray,n,SAT,
disavow,disavow,v,SAT,
disavowal,disavowal,n,SAT,
disband,disband,v,SAT,
discard,discard,v,SAT,
discern,discern,v,SAT,
discernment,discernment,n,SAT,
discharge,discharge,n,hard,
disciple,disciple,n,SAT,
discipline,discipline,v,hard,
disclaim,disclaim,v,SAT,
disclose,disclose,v,hard,
disclosure,disclosure,n,hard,
discomfit,discomfit,v,SAT,
discomfort,discomfort,n,SAT,
disconcert,disconcert,v,SAT,
discontent,discontent,n,SAT,
discontinuance,discontinuance,n,SAT,
discontinuity,discontinuity,n,SAT,
discord,discord,v,SAT,
discordant,discordant,adj,SAT,
discourage,discourage,v,SAT,
discourteous,discourteous,adj,SAT,
discredit,discredit,v,SAT,
discreet,discreet,adj,SAT,
discrepancy,discrepancy,n,SAT,
discrete,discrete,adj,SAT,
discretion,discretion,n,hard,
discriminate,discriminate,v,SAT,
discursive,discursive,adj,SAT,
disembark,disembark,v,SAT,
disenfranchise,disenfranchise,v,SAT,
disgrace,disgrace,v,SAT,
disgruntle,disgruntle,,SAT,
disguise,disguise,n,SAT,
dishearten,dishearten,v,SAT,
dishevel,dishevel,,SAT,
disillusion,disillusion,v,SAT,
disinclination,disinclination,n,SAT,
disincline,disincline,,SAT,
disingenuous,disingenuous,adj,SAT,
disintegrate,disintegrate,v,SAT,
disinterest,disinterest,n,SAT,
disjoint,disjoint,,SAT,
disjunction,disjunction,,SAT,
dislike,dislike,v,SAT,
dismal,dismal,adj,SAT,
dismantle,dismantle,v,SAT,
dismiss,dismiss,v,hard,
dismissive,dismissive,adj,SAT,
disparage,disparage,v,SAT,
disparate,disparate,adj,SAT,
disparity,disparity,n,SAT,
dispassionate,dispassionate,adj,SAT,
dispatch,dispatch,v,hard,
dispel,dispel,v,SAT,
dispense,dispense,,SAT,
displace,displace,v,SAT,
disposable,disposable,n,SAT,
disposition,disposition,n,SAT,
disprove,disprove,v,SAT,
dispute,dispute,v,hard,
disrepute,disrepute,n,SAT,
dissatisfy,dissatisfy,,SAT,
disseminate,disseminate,v,SAT,
dissemination,dissemination,n,SAT,
dissent,dissent,v,SAT,
dissertation,dissertation,n,SAT,
dissident,dissident,n,SAT,
dissipate,dissipate,v,SAT,
dissolution,dissolution,n,SAT,
dissolve,dissolve,v,SAT,
dissonance,dissonance,n,SAT,
dissuade,dissuade,v,SAT,
distant,distant,adj,SAT,
distillation,distillation,,SAT,
distinct,distinct,adj,hard,
distinction,distinction,n,hard,
distinctive,distinctive,adj,SAT,
distinguish,distinguish,v,hard,
distortion,distortion,n,SAT,
distract,distract,v,SAT,
distraught,distraught,adj,SAT,
distress,distress,n,SAT,
distrust,distrust,v,SAT,
disturb,disturb,v,hard,
dither,dither,v,SAT,
diurnal,diurnal,adj,SAT,
diva,diva,n,SAT,
diverge,diverge,v,SAT,
divergent,divergent,adj,SAT,
diverse,diverse,adj,hard,
diversify,diversify,v,SAT,
diversion,diversion,n,SAT,
diversity,diversity,n,hard,
dividend,dividend,n,hard,
divine,divine,adj,hard,
divisive,divisive,adj,SAT,
docile,docile,adj,SAT,
doctrinaire,doctrinaire,adj,SAT,
doctrine,doctrine,n,hard,
doff,doff,v,SAT,
dogged,dogged,,SAT,
dogmatic,dogmatic,adj,SAT,
dogmatist,dogmatist,n,SAT,
dole,dole,n,SAT,
dolt,dolt,n,SAT,
domesticate,domesticate,v,SAT,
dominant,dominant,adj,hard,
dominate,dominate,v,hard,
domination,domination,n,SAT,
dormant,dormant,adj,SAT,
dormer,dormer,n,SAT,
dosage,dosage,n,SAT,
dossier,dossier,n,SAT,
dote,dote,v,SAT,
douse,douse,v,SAT,
dovetail,dovetail,v,SAT,
dowager,dowager,,SAT,
dowdy,dowdy,n,SAT,
downcast,downcast,adj,SAT,
downplay,downplay,v,SAT,
downtrodden,downtrodden,adj,SAT,
draconian,draconian,adj,SAT,
drain,drain,v,hard,
drama,drama,n,hard,
dramatic,dramatic,adj,hard,
drastic,drastic,adj,SAT,
dregs,dregs,n,SAT,
drench,drench,v,SAT,
drivel,drivel,v,SAT,
droll,droll,adj,SAT,
drone,drone,n,SAT,
drought,drought,n,SAT,
dubious,dubious,adj,SAT,
ductile,ductile,adj,SAT,
dulcet,dulcet,adj,SAT,
dupe,dupe,v,SAT,
duplicate,duplicate,v,hard,
duplicitous,duplicitous,adj,SAT,
duplicity,duplicity,n,SAT,
durable,durable,adj,hard,
duration,duration,n,hard,
duress,duress,n,SAT,
dusk,dusk,n,SAT,
dynasty,dynasty,n,SAT,
dysfunctional,dysfunctional,adj,SAT,
eager,eager,adj,SAT,
earnest,earnest,adj,SAT,
earthy,earthy,adj,SAT,
ease,ease,v,hard,
ebb,ebb,v,SAT,
eccentric,eccentric,adj,SAT,
eccentricity,eccentricity,n,SAT,
eclectic,eclectic,adj,SAT,
eclipse,eclipse,n,hard,
ecological,ecological,adj,hard,
ecology,ecology,n,hard,
economical,economical,adj,hard,
ecstasy,ecstasy,n,SAT,
eddy,eddy,v,SAT,
edible,edible,n,SAT,
eerie,eerie,adj,SAT,
efface,efface,v,SAT,
effervescence,effervescence,n,SAT,
efficacious,efficacious,adj,SAT,
efficacy,efficacy,n,SAT,
efficiency,efficiency,n,hard,
effigy,effigy,n,SAT,
effrontery,effrontery,n,SAT,
effusion,effusion,n,SAT,
effusive,effusive,adj,SAT,
egalitarian,egalitarian,n,SAT,
egocentric,egocentric,n,SAT,
egoism,egoism,,SAT,
egotism,egotism,n,SAT,
egotist,egotist,n,SAT,
egregious,egregious,adj,SAT,
egress,egress,,SAT,
elaboration,elaboration,n,SAT,
elapse,elapse,v,SAT,
elate,elate,,SAT,
elation,elation,n,SAT,
elect,elect,v,hard,
electrify,electrify,v,SAT,
elegance,elegance,n,SAT,
elegant,elegant,adj,hard,
elegy,elegy,n,SAT,
elementary,elementary,adj,hard,
elevate,elevate,v,SAT,
eliminate,eliminate,v,hard,
elite,elite,n,hard,
elitist,elitist,n,SAT,
elixir,elixir,n,SAT,
elliptical,elliptical,adj,SAT,
elongate,elongate,v,SAT,
eloquent,eloquent,adj,SAT,
emaciate,emaciate,,SAT,
emanate,emanate,v,SAT,
embargo,embargo,n,SAT,
embarrass,embarrass,v,SAT,
embarrassment,embarrassment,n,SAT,
embed,embed,v,hard,
embellishment,embellishment,n,SAT,
embezzle,embezzle,v,SAT,
embitter,embitter,v,SAT,
emblem,emblem,,SAT,
embodiment,embodiment,n,SAT,
embody,embody,v,SAT,
embrace,embrace,v,hard,
embroil,embroil,v,SAT,
emend,emend,v,SAT,
emerge,emerge,v,hard,
emigrate,emigrate,v,SAT,
eminent,eminent,adj,SAT,
emit,emit,v,SAT,
emotional,emotional,adj,hard,
empathetic,empathetic,adj,SAT,
empathy,empathy,n,SAT,
emphasis,emphasis,n,hard,
emphasize,emphasize,v,hard,
empirical,empirical,adj,SAT,
emulate,emulate,v,SAT,
enact,enact,v,hard,
enclave,enclave,n,SAT,
encore,encore,v,SAT,
encounter,encounter,v,hard,
encroach,encroach,v,SAT,
encroachment,encroachment,n,SAT,
encrusted,encrusted,,SAT,
endeavor,endeavor,n,hard,
endorse,endorse,v,hard,
endorsement,endorsement,n,hard,
endow,endow,v,SAT,
enemy,enemy,n,hard,
energize,energize,v,SAT,
enfranchise,enfranchise,v,SAT,
engross,engross,v,SAT,
enigmatic,enigmatic,adj,SAT,
enjoyable,enjoyable,adj,SAT,
enlighten,enlighten,v,SAT,
enmesh,enmesh,v,SAT,
enormity,enormity,n,SAT,
enormous,enormous,adj,hard,
enrage,enrage,v,SAT,
enrich,enrich,v,SAT,
enroll,enroll,v,hard,
ensue,ensue,v,SAT,
entail,entail,v,SAT,
entangle,entangle,v,SAT,
enterprising,enterprising,adj,SAT,
entertain,entertain,v,hard,
enthrall,enthrall,v,SAT,
enthusiasm,enthusiasm,n,SAT,
enthusiastic,enthusiastic,adj,SAT,
entomology,entomology,n,SAT,
entourage,entourage,n,SAT,
entrench,entrench,v,SAT,
entrepreneur,entrepreneur,n,hard,
entrust,entrust,v,SAT,
enumerate,enumerate,v,SAT,
enumeration,enumeration,,SAT,
enunciate,enunciate,v,SAT,
envelop,envelop,v,SAT,
envelope,envelope,n,hard,
envy,envy,v,SAT,
eon,eon,n,SAT,
ephemeral,ephemeral,adj,SAT,
epic,epic,n,hard,
epidemic,epidemic,,SAT,
epigram,epigram,n,SAT,
epilogue,epilogue,n,SAT,
epitaph,epitaph,n,SAT,
epithet,epithet,n,SAT,
epitomize,epitomize,,SAT,
equable,equable,adj,SAT,
equate,equate,v,SAT,
equine,equine,,SAT,
equinox,equinox,n,SAT,
equip,equip,v,hard,
equitable,equitable,adj,SAT,
equivalence,equivalence,n,SAT,
equivocate,equivocate,v,SAT,
equivocation,equivocation,n,SAT,
era,era,n,hard,
eradicate,eradicate,v,SAT,
erect,erect,v,SAT,
erode,erode,v,SAT,
erotic,erotic,adj,hard,
err,err,v,SAT,
errant,errant,adj,SAT,
erratic,erratic,adj,SAT,
erroneous,erroneous,adj,SAT,
erudite,erudite,adj,SAT,
erudition,erudition,n,SAT,
erupt,erupt,v,SAT,
escalate,escalate,v,SAT,
escalation,escalation,n,SAT,
escape,escape,v,hard,
escort,escort,v,hard,
esoteric,esoteric,adj,SAT,
espouse,espouse,v,SAT,
essay,essay,n,hard,
essence,essence,n,hard,
establishment,establishment,n,hard,
esteem,esteem,n,SAT,
estimable,estimable,adj,SAT,
ethereal,ethereal,adj,SAT,
ethic,ethic,n,hard,
ethical,ethical,adj,hard,
ethnic,ethnic,adj,hard,
ethos,ethos,n,SAT,
eulogize,eulogize,v,SAT,
eulogy,eulogy,n,SAT,
euphemism,euphemism,n,SAT,
euphony,euphony,,SAT,
euphoric,euphoric,adj,SAT,
evade,evade,v,SAT,
evanescent,evanescent,adj,SAT,
evaporate,evaporate,v,SAT,
evasive,evasive,adj,SAT,
evenhanded,evenhanded,,SAT,
eventual,eventual,adj,hard,
evict,evict,v,SAT,
evince,evince,v,SAT,
evocative,evocative,adj,SAT,
evolution,evolution,n,hard,
evolve,evolve,v,hard,
ewe,ewe,n,SAT,
exaggerate,exaggerate,v,SAT,
excavate,excavate,v,SAT,
excel,excel,v,hard,
exceptional,exceptional,adj,hard,
excerpt,excerpt,v,hard,
excess,excess,n,hard,
excessive,excessive,adj,hard,
exchangeable,exchangeable,adj,SAT,
excise,excise,v,SAT,
excitement,excitement,n,SAT,
exclaim,exclaim,v,SAT,
excruciating,excruciating,adj,SAT,
exemplar,exemplar,n,SAT,
exemplary,exemplary,adj,SAT,
exempt,exempt,adj,hard,
exert,exert,v,SAT,
exhaust,exhaust,v,hard,
exhaustive,exhaustive,adj,SAT,
exhibitionist,exhibitionist,n,SAT,
exhilarate,exhilarate,v,SAT,
exhume,exhume,v,SAT,
exigency,exigency,n,SAT,
exigent,exigent,adj,SAT,
existential,existential,adj,SAT,
exodus,exodus,n,SAT,
exonerate,exonerate,v,SAT,
exorbitant,exorbitant,adj,SAT,
exorcise,exorcise,v,SAT,
exotic,exotic,adj,hard,
expanse,expanse,n,SAT,
expansion,expansion,n,hard,
expatriate,expatriate,v,SAT,
expedient,expedient,adj,SAT,
expedite,expedite,v,SAT,
expedition,expedition,n,hard,
expeditious,expeditious,adj,SAT,
expel,expel,v,SAT,
expendable,expendable,adj,SAT,
expensive,expensive,adj,hard,
experimental,experimental,adj,hard,
experimentation,experimentation,n,SAT,
expire,expire,v,hard,
explanatory,explanatory,adj,SAT,
explicate,explicate,v,SAT,
explicit,explicit,adj,hard,
exploit,exploit,v,hard,
exploration,exploration,n,hard,
explosive,explosive,adj,SAT,
expose,expose,v,hard,
expressive,expressive,adj,SAT,
expropriation,expropriation,n,SAT,
expurgate,expurgate,v,SAT,
exquisite,exquisite,adj,SAT,
extant,extant,adj,SAT,
extensive,extensive,adj,hard,
exterminate,exterminate,v,SAT,
extinct,extinct,adj,SAT,
extinction,extinction,n,SAT,
extirpate,extirpate,v,SAT,
extort,extort,v,SAT,
extraneous,extraneous,adj,SAT,
extraordinary,extraordinary,adj,hard,
extrapolation,extrapolation,n,SAT,
extravagance,extravagance,n,SAT,
extravagant,extravagant,adj,SAT,
extremist,extremist,n,SAT,
extremity,extremity,n,SAT,
extricate,extricate,v,SAT,
extrovert,extrovert,,SAT,
extrude,extrude,v,SAT,
exuberance,exuberance,n,SAT,
exude,exude,v,SAT,
exult,exult,v,SAT,
fabricate,fabricate,v,SAT,
fabrication,fabrication,n,SAT,
facade,facade,n,SAT,
facet,facet,n,SAT,
facetious,facetious,,SAT,
facilitate,facilitate,v,hard,
faction,faction,n,SAT,
factual,factual,adj,SAT,
fad,fad,n,SAT,
faddish,faddish,,SAT,
faint,faint,adj,SAT,
fallacy,fallacy,n,SAT,
fallible,fallible,adj,SAT,
fallow,fallow,adj,SAT,
falsification,falsification,n,SAT,
falter,falter,v,SAT,
fame,fame,n,hard,
familiar,familiar,adj,hard,
familiarity,familiarity,n,SAT,
famine,famine,n,SAT,
famish,famish,,SAT,
fanatic,fanatic,n,SAT,
fanatical,fanatical,adj,SAT,
fanaticism,fanaticism,n,SAT,
fanciful,fanciful,,hard,
fancy,fancy,v,hard,
fanfare,fanfare,n,SAT,
fantastic,fantastic,adj,hard,
farce,farce,n,SAT,
fare,fare,n,hard,
fascinate,fascinate,v,hard,
fascination,fascination,n,SAT,
fastidious,fastidious,adj,SAT,
fatal,fatal,adj,hard,
fatalism,fatalism,n,SAT,
fatality,fatality,n,SAT,
fathom,fathom,v,SAT,
fatigue,fatigue,n,SAT,
fault,fault,n,hard,
faulty,faulty,adj,SAT,
fauna,fauna,n,SAT,
fawn,fawn,n,SAT,
fearsome,fearsome,adj,SAT,
feasible,feasible,adj,hard,
feckless,feckless,adj,SAT,
fecundity,fecundity,n,SAT,
feeble,feeble,adj,SAT,
feign,feign,v,SAT,
feint,feint,v,SAT,
felicitous,felicitous,adj,SAT,
felicity,felicity,n,SAT,
felon,felon,n,SAT,
fend,fend,v,SAT,
feral,feral,adj,SAT,
ferment,ferment,n,SAT,
ferocious,ferocious,adj,SAT,
ferocity,ferocity,n,SAT,
ferret,ferret,v,SAT,
ferry,ferry,v,hard,
fertile,fertile,adj,SAT,
fervor,fervor,n,SAT,
fester,fester,v,SAT,
festive,festive,,SAT,
fetid,fetid,adj,SAT,
fetter,fetter,v,SAT,
feud,feud,v,SAT,
fiber,fiber,n,hard,
fictional,fictional,adj,SAT,
fidelity,fidelity,n,SAT,
figment,figment,,SAT,
figurative,figurative,adj,SAT,
filial,filial,adj,SAT,
finagle,finagle,v,SAT,
finale,finale,n,SAT,
finesse,finesse,n,SAT,
finicky,finicky,adj,SAT,
finite,finite,adj,hard,
firebrand,firebrand,n,SAT,
fiscal,fiscal,adj,hard,
fitful,fitful,adj,SAT,
flabbergast,flabbergast,,SAT,
flaccid,flaccid,adj,SAT,
flail,flail,v,SAT,
flair,flair,n,SAT,
flamboyance,flamboyance,n,SAT,
flamboyant,flamboyant,n,SAT,
flammable,flammable,adj,SAT,
flank,flank,v,SAT,
flatter,flatter,,SAT,
flaunt,flaunt,v,SAT,
flavor,flavor,n,hard,
flaw,flaw,n,hard,
fleck,fleck,n,SAT,
fledgling,fledgling,n,SAT,
flee,flee,v,SAT,
fleece,fleece,v,SAT,
flimsy,flimsy,adj,SAT,
flippant,flippant,adj,SAT,
flit,flit,v,SAT,
floe,floe,n,SAT,
flood,flood,v,hard,
flora,flora,n,SAT,
flotilla,flotilla,n,SAT,
flotsam,flotsam,n,SAT,
flounder,flounder,v,SAT,
fluctuate,fluctuate,v,SAT,
fluency,fluency,n,SAT,
fluke,fluke,n,SAT,
fluster,fluster,v,SAT,
flux,flux,n,hard,
fodder,fodder,v,SAT,
foible,foible,n,SAT,
foil,foil,n,SAT,
foliage,foliage,n,SAT,
folkway,folkway,,SAT,
folly,folly,n,SAT,
fond,fond,adj,SAT,
fop,fop,n,SAT,
forage,forage,v,SAT,
forbear,forbear,,SAT,
foremost,foremost,adj,SAT,
foresee,foresee,v,SAT,
foreseeable,foreseeable,adj,SAT,
foreshadow,foreshadow,v,SAT,
foresight,foresight,n,SAT,
foretaste,foretaste,n,SAT,
forfeit,forfeit,v,SAT,
forlorn,forlorn,adj,SAT,
formidable,formidable,adj,SAT,
formulation,formulation,n,SAT,
forte,forte,n,SAT,
forthcoming,forthcoming,adj,SAT,
fortify,fortify,v,SAT,
fortress,fortress,n,SAT,
fortuitous,fortuitous,adj,SAT,
fossil,fossil,n,hard,
foster,foster,v,hard,
founder,founder,n,hard,
fracture,fracture,v,SAT,
fragile,fragile,adj,SAT,
fragility,fragility,n,SAT,
fragment,fragment,n,hard,
fragmentary,fragmentary,adj,SAT,
fragrant,fragrant,adj,SAT,
franchise,franchise,n,hard,
frantic,frantic,adj,SAT,
fraternal,fraternal,adj,SAT,
fraud,fraud,n,hard,
fraudulent,fraudulent,adj,SAT,
fraught,fraught,adj,SAT,
fray,fray,v,SAT,
freeze,freeze,v,hard,
fresco,fresco,v,SAT,
friction,friction,n,SAT,
frighten,frighten,v,SAT,
frigid,frigid,adj,SAT,
fringe,fringe,n,SAT,
frisky,frisky,adj,SAT,
frivolous,frivolous,adj,SAT,
frolicsome,frolicsome,adj,SAT,
frond,frond,n,SAT,
frontier,frontier,n,hard,
frugal,frugal,adj,SAT,
frugality,frugality,n,SAT,
frustrate,frustrate,v,SAT,
fugitive,fugitive,n,SAT,
fulcrum,fulcrum,n,SAT,
fulsome,fulsome,adj,SAT,
fume,fume,v,SAT,
fundamental,fundamental,adj,hard,
funerary,funerary,adj,SAT,
furnish,furnish,v,hard,
furthermore,furthermore,adv,hard,
fuse,fuse,v,SAT,
fusion,fusion,n,hard,
futile,futile,adj,SAT,
gadfly,gadfly,n,SAT,
gaffe,gaffe,n,SAT,
gaiety,gaiety,n,SAT,
gait,gait,n,SAT,
gala,gala,n,SAT,
gale,gale,n,SAT,
gall,gall,v,SAT,
galleon,galleon,n,SAT,
gallop,gallop,v,SAT,
galvanize,galvanize,v,SAT,
gambit,gambit,n,SAT,
gambol,gambol,v,SAT,
gamut,gamut,n,SAT,
gape,gape,v,SAT,
gargantuan,gargantuan,adj,SAT,
garland,garland,v,SAT,
garment,garment,n,SAT,
garnish,garnish,v,SAT,
garrison,garrison,n,SAT,
garrulous,garrulous,adj,SAT,
gaseous,gaseous,adj,SAT,
gash,gash,v,SAT,
gather,gather,v,hard,
gauche,gauche,adj,SAT,
gaudy,gaudy,adj,SAT,
gaunt,gaunt,adj,SAT,
gavel,gavel,n,SAT,
genealogy,genealogy,,hard,
generality,generality,n,SAT,
generous,generous,adj,hard,
genesis,genesis,n,hard,
genius,genius,n,hard,
genteel,genteel,adj,SAT,
gentry,gentry,n,SAT,
genuine,genuine,adj,hard,
germane,germane,,SAT,
gesticulation,gesticulation,n,SAT,
gesture,gesture,n,SAT,
ghetto,ghetto,n,SAT,
gibberish,gibberish,n,SAT,
giddy,giddy,adj,SAT,
gigantic,gigantic,adj,SAT,
gingerly,gingerly,adv,SAT,
girth,girth,v,SAT,
glacial,glacial,adj,SAT,
glare,glare,v,SAT,
glaze,glaze,v,SAT,
glib,glib,adj,SAT,
glide,glide,v,SAT,
glimmer,glimmer,n,SAT,
gloat,gloat,v,SAT,
globe,globe,n,hard,
glossy,glossy,n,SAT,
glutton,glutton,n,SAT,
gluttonous,gluttonous,adj,SAT,
gnarl,gnarl,,SAT,
gnome,gnome,n,hard,
goad,goad,v,SAT,
gorge,gorge,v,SAT,
gouge,gouge,v,SAT,
gourmet,gourmet,n,hard,
govern,govern,v,hard,
grace,grace,n,hard,
graceless,graceless,,hard,
gracious,gracious,adj,SAT,
gradual,gradual,adj,hard,
graft,graft,v,SAT,
grandeur,grandeur,n,SAT,
grandiloquence,grandiloquence,n,SAT,
grandiloquent,grandiloquent,adj,SAT,
